"","wordcloud_bigram_vi$ngrams","cat_sent_vi","wordcloud_bigram_vi$freq"
"41745","department refuse ","Negative",1
"41746","ratingsvigin mobile ","Neutral",1
"41747","company took ","Neutral",1
"41748","message pointed ","Neutral",1
"41749","tablet ordered ","Neutral",1
"41750","hang terminate ","Negative",1
"41751","services temp ","Neutral",1
"41752","robots strongly ","Positive",1
"41753","people plain ","Neutral",1
"41754","anyone either"", ","Neutral",1
"41755","nothing criminals"", ","Negative",1
"41756","appreciated"", ""absolutely ","Positive",1
"41757","data without ","Neutral",1
"41758","robots unable ","Negative",1
"41759","first operator ","Neutral",1
"41760","one worked ","Positive",1
"41761","seventy messages ","Neutral",1
"41762","starting mobile ","Neutral",1
"41763","time chat ","Neutral",1
"41764","credit refund ","Positive",1
"41765","finally call ","Positive",1
"41766","unfortunately store ","Negative",1
"41767","never defaulted ","Neutral",1
"41768","voicemail stop ","Negative",1
"41769","bill advised ","Neutral",1
"41770","teams also ","Neutral",1
"41771","network pac ","Neutral",1
"41772","look back ","Neutral",1
"41773","assuring ll ","Positive",1
"41774","review one ","Neutral",1
"41775","money less ","Positive",1
"41776","must cost ","Neutral",1
"41777","swap happened ","Neutral",1
"41778","arrived call ","Neutral",1
"41779","opt change ","Neutral",1
"41780","£ instead ","Neutral",1
"41781","based still ","Neutral",1
"41782","recently reason ","Positive",1
"41783","occasions never ","Neutral",1
"41784","paypal call ","Neutral",1
"41785","tho s ","Neutral",1
"41786","poor"", ""aware ","Negative",1
"41787","forgot take ","Neutral",1
"41788","staff promise ","Positive",1
"41789","right end ","Positive",1
"41790","however find ","Neutral",1
"41791","company consents ","Positive",1
"41792","minutes going ","Neutral",1
"41793","put soon ","Neutral",1
"41794","mistake time ","Negative",1
"41795","used returned ","Neutral",1
"41796","guys stay ","Neutral",1
"41797","businessservice model"", ","Positive",1
"41798","thanks guys ","Positive",1
"41799","issues quite ","Neutral",1
"41800","thing experian ","Neutral",1
"41801","request pay ","Negative",1
"41802","available ask ","Positive",1
"41803","simfree deal ","Positive",1
"41804","activate phoned ","Neutral",1
"41805","develops fault ","Negative",1
"41806","hikes inability ","Negative",1
"41807","returns bag ","Neutral",1
"41808","september expected ","Neutral",1
"41809","offered alternative ","Neutral",1
"41810","foster growing ","Positive",1
"41811","account school ","Neutral",1
"41812","situation given ","Neutral",1
"41813","today stung ","Negative",1
"41814","keep popping ","Neutral",1
"41815","service ee ","Neutral",1
"41816","find put ","Neutral",1
"41817","exist now ","Neutral",1
"41818","ordered tried ","Neutral",1
"41819","code quickly ","Neutral",1
"41820","great services ","Positive",1
"41821","time firstly ","Neutral",1
"41822","finish contract"", ","Neutral",1
"41823","certainly leaving ","Neutral",1
"41824","stop"", ""star ","Positive",1
"41825","£ reduced ","Neutral",1
"41826","spend huge ","Neutral",1
"41827","simply go ","Neutral",1
"41828","managers tech ","Neutral",1
"41829","none happened ","Neutral",1
"41830","sense"", 
""bought ","Neutral",1
"41831","adamantly refused ","Negative",1
"41832","ring said ","Neutral",1
"41833","paying full ","Neutral",1
"41834","watching tv ","Neutral",1
"41835","least hours ","Neutral",1
"41836","phone disconnected ","Negative",1
"41837","account decided ","Neutral",1
"41838","however really ","Neutral",1
"41839","payment phone ","Negative",1
"41840","chat vodafone ","Neutral",1
"41841","arguing every ","Neutral",1
"41842","gotten deal ","Positive",1
"41843","always finding ","Neutral",1
"41844","much cant ","Neutral",1
"41845","expensive issue ","Negative",1
"41846","inserted virginmobile ","Neutral",1
"41847","switching provider ","Neutral",1
"41848","thanks soon ","Positive",1
"41849","login issues ","Neutral",1
"41850","provider heard ","Neutral",1
"41851","hrs explanation ","Neutral",1
"41852","june used ","Neutral",1
"41853","activated take ","Neutral",1
"41854","reviews relieved ","Positive",1
"41855","agents well ","Positive",1
"41856","place birth ","Positive",1
"41857","phone blocked ","Negative",1
"41858","one staff ","Neutral",1
"41859","many technical ","Neutral",1
"41860","ill seems ","Negative",1
"41861","mobiles house ","Neutral",1
"41862","days expired ","Negative",1
"41863","approve bullying ","Negative",1
"41864","suck customers ","Negative",1
"41865","usain bolt ","Neutral",1
"41866","anything noticed ","Neutral",1
"41867","account matter ","Neutral",1
"41868","transferred old ","Neutral",1
"41869","asked way ","Neutral",1
"41870","waist money ","Positive",1
"41871","questions service ","Neutral",1
"41872","better one ","Positive",1
"41873","phone useless ","Negative",1
"41874","moving ee"", ","Neutral",1
"41875","brett jenny ","Neutral",1
"41876","september soon ","Neutral",1
"41877","figured pointwell ","Neutral",1
"41878","wrongly assume ","Negative",1
"41879","emails informing ","Neutral",1
"41880","problems family ","Negative",1
"41881","clear"", ""mobile ","Positive",1
"41882","now bothered ","Negative",1
"41883","number calls ","Neutral",1
"41884","agreement laughably ","Positive",1
"41885","names employee ","Neutral",1
"41886","split parts ","Negative",1
"41887","rebooted mobile ","Neutral",1
"41888","inserted phone ","Neutral",1
"41889","insurance s ","Neutral",1
"41890","suspended wish ","Positive",1
"41891","t gave ","Neutral",1
"41892","recently signed ","Neutral",1
"41893","expensive mobile ","Negative",1
"41894","husbands go ","Neutral",1
"41895","voice said ","Neutral",1
"41896","well paid ","Positive",1
"41897","cost extra ","Positive",1
"41898","review wow ","Positive",1
"41899","stealing"", 
""years ","Negative",1
"41900","since contract ","Neutral",1
"41901","vmp active ","Positive",1
"41902","calls send ","Neutral",1
"41903","means communication ","Neutral",1
"41904","try leave ","Negative",1
"41905","happen got ","Neutral",1
"41906","email contact ","Positive",1
"41907","point slack ","Neutral",1
"41908","give access ","Neutral",1
"41909","mobile giffgaff ","Neutral",1
"41910","procedure address ","Positive",1
"41911","phone frustration ","Negative",1
"41912","interested option ","Positive",1
"41913","still refused ","Negative",1
"41914","cancelled another ","Negative",1
"41915","years residential ","Neutral",1
"41916","people colourful ","Neutral",1
"41917","oddly date ","Negative",1
"41918","problem roaming ","Negative",1
"41919","moving counting ","Neutral",1
"41920","saying increasing ","Neutral",1
"41921","resolve lousy ","Negative",1
"41922","understand"", ""phone ","Neutral",1
"41923","fob customer ","Neutral",1
"41924","nonexistent old ","Negative",1
"41925","tells always ","Neutral",1
"41926","years stay ","Neutral",1
"41927","worse"", ""proving ","Negative",1
"41928","alone enough ","Negative",1
"41929","though paid ","Neutral",1
"41930","hell never ","Negative",1
"41931","work customer ","Positive",1
"41932","hours every ","Neutral",1
"41933","believe atrocious ","Negative",1
"41934","enough spending ","Negative",1
"41935","loyalty valued ","Positive",1
"41936","problems internet ","Negative",1
"41937","actually work ","Positive",1
"41938","discounts another ","Neutral",1
"41939","disgusted find ","Negative",1
"41940","m customer ","Neutral",1
"41941","hopefully let ","Positive",1
"41942","supposedly days ","Neutral",1
"41943","say literally ","Neutral",1
"41944","buy £ ","Neutral",1
"41945","glad never ","Positive",1
"41946","contract assured ","Positive",1
"41947","times well ","Positive",1
"41948","noise around ","Neutral",1
"41949","lying hanging ","Negative",1
"41950","way finishing ","Neutral",1
"41951","day staff ","Neutral",1
"41952","send us ","Neutral",1
"41953","wifi perhaps ","Neutral",1
"41954","apology promise ","Positive",1
"41955","offer questions ","Positive",1
"41956","centres poorest ","Negative",1
"41957","prices g ","Neutral",1
"41958","sort ring ","Neutral",1
"41959","company letterplease ","Neutral",1
"41960","signal service ","Neutral",1
"41961","refund charges ","Positive",1
"41962","without discussion ","Positive",1
"41963","vm support ","Positive",1
"41964","start stock ","Neutral",1
"41965","inconvenient necessaryarriving ","Negative",1
"41966","husband went ","Neutral",1
"41967","contract nice ","Positive",1
"41968","assistant pleasant ","Positive",1
"41969","one first ","Neutral",1
"41970","follow virgins ","Neutral",1
"41971","another performed ","Neutral",1
"41972","unhelpful actually ","Negative",1
"41973","worth star ","Positive",1
"41974","complaint seriously ","Negative",1
"41975","incure fines ","Neutral",1
"41976","star worth ","Positive",1
"41977","accepted contract ","Positive",1
"41978","seriously look ","Neutral",1
"41979","promising one ","Positive",1
"41980","yesterday hung ","Neutral",1
"41981","back company ","Neutral",1
"41982","threatened adverse ","Negative",1
"41983","confirmed address ","Positive",1
"41984","used less ","Neutral",1
"41985","yes rude ","Positive",1
"41986","put business ","Neutral",1
"41987","notice screen ","Neutral",1
"41988","refund cash ","Positive",1
"41989","complaint earlier ","Negative",1
"41990","normal requestedprevious ","Neutral",1
"41991","provider asked ","Neutral",1
"41992","people coming ","Neutral",1
"41993","oher end ","Neutral",1
"41994","earning living"", ","Neutral",1
"41995","different mine ","Neutral",1
"41996","keep password ","Neutral",1
"41997","occasions put ","Neutral",1
"41998","spoke ruby ","Neutral",1
"41999","words satisfaction ","Neutral",1
"42000","house speak ","Neutral",1
"42001","set call ","Neutral",1
"42002","anymore oxford ","Neutral",1
"42003","see happens ","Neutral",1
"42004","cut nothing ","Negative",1
"42005","retentions considering ","Neutral",1
"42006","yet asked ","Neutral",1
"42007","buying local ","Neutral",1
"42008","sending couple ","Neutral",1
"42009","operatives sounding ","Neutral",1
"42010","going trade ","Neutral",1
"42011","restored within ","Positive",1
"42012","wireless phone ","Positive",1
"42013","asked bank ","Neutral",1
"42014","since getting ","Neutral",1
"42015","country dialing ","Neutral",1
"42016","totally mid ","Neutral",1
"42017","zero starstook ","Neutral",1
"42018","live people ","Neutral",1
"42019","""attempted cancel ","Negative",1
"42020","arrival found ","Positive",1
"42021","showing incorrect ","Negative",1
"42022","one ordering ","Neutral",1
"42023","giving deal ","Positive",1
"42024","allow take ","Positive",1
"42025","time explain ","Neutral",1
"42026","put dont ","Neutral",1
"42027","address clear ","Positive",1
"42028","phone problem ","Negative",1
"42029","back none ","Neutral",1
"42030","though years ","Neutral",1
"42031","steal considerable ","Negative",1
"42032","resolved hours ","Positive",1
"42033","suprise call ","Neutral",1
"42034","immediately protect ","Positive",1
"42035","order fit ","Positive",1
"42036","apparently ee ","Neutral",1
"42037","send bits ","Neutral",1
"42038","today going ","Neutral",1
"42039","billed line ","Neutral",1
"42040","""okay using ","Neutral",1
"42041","update experience ","Neutral",1
"42042","sat island ","Neutral",1
"42043","ofcom"", ""tried ","Neutral",1
"42044","first lady ","Neutral",1
"42045","reasons fault ","Negative",1
"42046","put less ","Neutral",1
"42047","try never ","Neutral",1
"42048","elsewher meantime ","Neutral",1
"42049","says label ","Neutral",1
"42050","grabbed heated ","Neutral",1
"42051","company suffer ","Negative",1
"42052","seems done ","Neutral",1
"42053","moving sainsburys ","Neutral",1
"42054","best rude"", ","Neutral",1
"42055","hrs max ","Neutral",1
"42056","person calling ","Neutral",1
"42057","feel treated ","Neutral",1
"42058","first replacement ","Neutral",1
"42059","authority simply ","Positive",1
"42060","work back ","Positive",1
"42061","reduce £ ","Neutral",1
"42062","hav threatened ","Negative",1
"42063","screen video ","Neutral",1
"42064","seriously ridiculous ","Negative",1
"42065","young junior ","Positive",1
"42066","simms unopened ","Neutral",1
"42067","spell name ","Neutral",1
"42068","lied also ","Negative",1
"42069","now switched ","Neutral",1
"42070","fail id ","Negative",1
"42071","parked know ","Neutral",1
"42072","took signedcommitted ","Neutral",1
"42073","staff pushed ","Neutral",1
"42074","ombudsman ll ","Neutral",1
"42075","weeks time ","Neutral",1
"42076","self preservation ","Neutral",1
"42077","minute making ","Neutral",1
"42078","address specifically ","Neutral",1
"42079","truth"", ""send ","Positive",1
