"","wordcloud_bigram_th$ngrams","cat_sent_th","wordcloud_bigram_th$freq"
"63724","date arranged ","Neutral",1
"63725","similar issue"", ","Neutral",1
"63726","£loyal long ","Positive",1
"63727","experience rude ","Negative",1
"63728","changed mind ","Neutral",1
"63729","days great ","Positive",1
"63730","course whilst ","Neutral",1
"63731","payg information ","Positive",1
"63732","informationnext stop ","Negative",1
"63733","staff costs ","Neutral",1
"63734","using destinations ","Neutral",1
"63735","cooling periodcurrently ","Neutral",1
"63736","english live ","Neutral",1
"63737","bla got ","Neutral",1
"63738","far"", 
""absolute ","Negative",1
"63739","gave date ","Neutral",1
"63740","st december ","Neutral",1
"63741","say help ","Neutral",1
"63742","yes know ","Positive",1
"63743","resolve lost ","Positive",1
"63744","card gone ","Neutral",1
"63745","cut explanation ","Negative",1
"63746","barriers within ","Neutral",1
"63747","resigned self ","Negative",1
"63748","switch turned ","Neutral",1
"63749","investigated advisors ","Neutral",1
"63750","provided parties ","Neutral",1
"63751","""unacceptable customer ","Negative",1
"63752","data including ","Positive",1
"63753","quite shocked ","Negative",1
"63754","tried filling ","Neutral",1
"63755","may right ","Positive",1
"63756","anything proper ","Positive",1
"63757","says clearly ","Positive",1
"63758","gave first ","Neutral",1
"63759","real attempt ","Positive",1
"63760","knew signal ","Neutral",1
"63761","choosing tariff ","Negative",1
"63762","hour nowhere ","Neutral",1
"63763","hired homefi ","Neutral",1
"63764","verdict full ","Neutral",1
"63765","set speak ","Neutral",1
"63766","connection europe ","Neutral",1
"63767","said experian ","Neutral",1
"63768","mine partners ","Neutral",1
"63769","signed like ","Positive",1
"63770","assistant assured ","Positive",1
"63771","bills ready ","Positive",1
"63772","youtube kids ","Neutral",1
"63773","newer one ","Neutral",1
"63774","service redhill ","Neutral",1
"63775","name anything ","Neutral",1
"63776","hill steer ","Neutral",1
"63777","tariff changing ","Negative",1
"63778","week long ","Neutral",1
"63779","improvementwithout access ","Neutral",1
"63780","""discovered following ","Neutral",1
"63781","spending thousands ","Neutral",1
"63782","charge every ","Neutral",1
"63783","listen try ","Neutral",1
"63784","worse muppets ","Negative",1
"63785","procedure behind ","Positive",1
"63786","thought temporary ","Neutral",1
"63787","multiple store ","Neutral",1
"63788","without agreement ","Positive",1
"63789","sadly ill ","Negative",1
"63790","£month £ ","Neutral",1
"63791","account computer ","Neutral",1
"63792","unacceptable make ","Negative",1
"63793","finally transfered ","Positive",1
"63794","become professional ","Positive",1
"63795","spoke helpfull"", ","Neutral",1
"63796","""problems connection ","Negative",1
"63797","""spent week ","Negative",1
"63798","hit unfair ","Negative",1
"63799","happened hound ","Neutral",1
"63800","barely worked ","Positive",1
"63801","india unskilled ","Negative",1
"63802","proceed legally ","Positive",1
"63803","sort cuts"", ","Negative",1
"63804","refund entire ","Positive",1
"63805","find satisfying ","Positive",1
"63806","services good ","Positive",1
"63807","g slow ","Negative",1
"63808","collect phone ","Neutral",1
"63809","refund phone"", ","Positive",1
"63810","cuts"", ""last ","Negative",1
"63811","past"", ""sailing ","Neutral",1
"63812","received highly ","Positive",1
"63813","start fee ","Negative",1
"63814","anywhere rohan ","Neutral",1
"63815","conditions totally ","Neutral",1
"63816","experienced problem ","Negative",1
"63817","solve issue"", ","Positive",1
"63818","shall name ","Neutral",1
"63819","uk bought ","Neutral",1
"63820","navigation long ","Neutral",1
"63821","go"", 
""concept ","Positive",1
"63822","bullsht coz ","Neutral",1
"63823","needed change ","Neutral",1
"63824","covered fortunately ","Positive",1
"63825","something new ","Positive",1
"63826","sortedfast forward ","Positive",1
"63827","enthusiasm simple ","Positive",1
"63828","scripts used ","Neutral",1
"63829","sucked cheap ","Negative",1
"63830","map shows ","Neutral",1
"63831","cut re ","Negative",1
"63832","public hotspot ","Neutral",1
"63833","finally sorted ","Positive",1
"63834","also t ","Neutral",1
"63835","details information ","Positive",1
"63836","days usind ","Neutral",1
"63837","good may ","Positive",1
"63838","go look ","Neutral",1
"63839","function earth ","Neutral",1
"63840","made think ","Neutral",1
"63841","stay call ","Neutral",1
"63842","opened second ","Neutral",1
"63843","world countrys ","Neutral",1
"63844","travel text ","Neutral",1
"63845","advice replacement ","Neutral",1
"63846","top use ","Neutral",1
"63847","g challenge ","Negative",1
"63848","congested always ","Negative",1
"63849","five six ","Neutral",1
"63850","recoveries letter ","Neutral",1
"63851","enough take ","Negative",1
"63852","pointless note ","Negative",1
"63853","blamed handset ","Negative",1
"63854","""got use ","Neutral",1
"63855","complain vent ","Negative",1
"63856","thanks brexit ","Positive",1
"63857","turkey never ","Neutral",1
"63858","dealing reputable ","Positive",1
"63859","coming straight ","Positive",1
"63860","""sailing club ","Neutral",1
"63861","model call ","Positive",1
"63862","helpful friendly"", ","Positive",1
"63863","day switch ","Neutral",1
"63864","pay upgrade ","Negative",1
"63865","caused now ","Neutral",1
"63866","told dispatched ","Neutral",1
"63867","card back ","Neutral",1
"63868","excellent using ","Positive",1
"63869","amount service ","Neutral",1
"63870","warned"", ""updated ","Negative",1
"63871","initially entered ","Neutral",1
"63872","another faster ","Positive",1
"63873","complaints issues ","Negative",1
"63874","much crap ","Negative",1
"63875","email bill ","Neutral",1
"63876","countries now ","Neutral",1
"63877","buffer speed ","Neutral",1
"63878","shocker pay ","Negative",1
"63879","incompetence numptys ","Negative",1
"63880","however say ","Neutral",1
"63881","amount another ","Neutral",1
"63882","website must ","Neutral",1
"63883","times experience ","Neutral",1
"63884","truthful terms ","Positive",1
"63885","collection credit ","Positive",1
"63886","five different ","Neutral",1
"63887","sink battle ","Negative",1
"63888","abroad t ","Neutral",1
"63889","six customers ","Neutral",1
"63890","deezer worry ","Negative",1
"63891","process lot ","Neutral",1
"63892","need stop ","Negative",1
"63893","lot wanted ","Neutral",1
"63894","somedays connection ","Neutral",1
"63895","pmvisitormaybe make ","Neutral",1
"63896","year thought ","Neutral",1
"63897","says said ","Neutral",1
"63898","several important ","Positive",1
"63899","half say ","Neutral",1
"63900","via cashback ","Positive",1
"63901","face another ","Neutral",1
"63902","sign happy ","Positive",1
"63903","alright deal ","Positive",1
"63904","renewed agreement ","Positive",1
"63905","magic travelling ","Positive",1
"63906","received last ","Positive",1
"63907","contracts cooling ","Neutral",1
"63908","certainly improvement ","Positive",1
"63909","seconds still ","Neutral",1
"63910","charged got ","Neutral",1
"63911","wrong made ","Negative",1
"63912","coverage rare ","Neutral",1
"63913","decent prices ","Positive",1
"63914","otherwise website ","Neutral",1
"63915","shady practice ","Negative",1
"63916","pay bug ","Negative",1
"63917","arrive able ","Neutral",1
"63918","thing case ","Neutral",1
"63919","termination today ","Negative",1
"63920","months year ","Neutral",1
"63921","onlyiphonesamsung galaxyeepay ","Neutral",1
"63922","never sold ","Neutral",1
"63923","superb didn ","Positive",1
"63924","
""happy contract ","Positive",1
"63925","saved £over ","Positive",1
"63926","xperia xz ","Neutral",1
"63927","actually feel ","Neutral",1
"63928","spoke truly ","Neutral",1
"63929","number asked ","Neutral",1
"63930","access app ","Neutral",1
"63931","cant chat ","Neutral",1
"63932","hoyland barnsley ","Neutral",1
"63933","year peace ","Positive",1
"63934","company continues ","Neutral",1
"63935","millions language ","Neutral",1
"63936","goes towards ","Neutral",1
"63937","say received ","Positive",1
"63938","visit must ","Positive",1
"63939","contact loose ","Positive",1
"63940","plan good ","Positive",1
"63941","staff today ","Neutral",1
"63942","every bill ","Neutral",1
"63943","home downloads ","Neutral",1
"63944","people false ","Negative",1
"63945","court thieves"", ","Negative",1
"63946","barrier idiots ","Negative",1
"63947","excellent product ","Positive",1
"63948","amazing"", ""ordered ","Positive",1
"63949","back however ","Neutral",1
"63950","short trips ","Neutral",1
"63951","crap stated ","Negative",1
"63952","needed change"", ","Neutral",1
"63953","since live ","Neutral",1
"63954","money provide ","Positive",1
"63955","really infuriating ","Negative",1
"63956","tried"", ""previously ","Neutral",1
"63957","deaf cancel ","Negative",1
"63958","first denial ","Negative",1
"63959","consistently bad ","Positive",1
"63960","resolved ve ","Positive",1
"63961","major operation ","Positive",1
"63962","plan one ","Neutral",1
"63963","works mobile ","Positive",1
"63964","recently trouble ","Negative",1
"63965","half okay ","Neutral",1
"63966","pmvisitorokay pmvisitorbut ","Neutral",1
"63967","uk mobile ","Neutral",1
"63968","ago stored ","Neutral",1
"63969","£ extrai ","Neutral",1
"63970","terrible want ","Negative",1
"63971","account fun"", ","Positive",1
"63972","interest customer ","Positive",1
"63973","brain hurts ","Negative",1
"63974","day go ","Neutral",1
"63975","rarely called ","Neutral",1
"63976","seem though ","Neutral",1
"63977","plan rang ","Neutral",1
"63978","work didnt ","Positive",1
"63979","attempted assistance ","Positive",1
"63980","price ultimately ","Neutral",1
"63981","like however ","Positive",1
"63982","trial still ","Neutral",1
"63983","things phone ","Neutral",1
"63984","ridiculous apple ","Negative",1
"63985","accidentally forgot ","Negative",1
"63986","subscription gb ","Neutral",1
"63987","communication point ","Neutral",1
"63988","located makes ","Neutral",1
"63989","call ever ","Neutral",1
"63990","good asked ","Positive",1
"63991","great delight ","Positive",1
"63992","frustration cost ","Negative",1
"63993","helps guys ","Positive",1
"63994","load info ","Neutral",1
"63995","meals products ","Neutral",1
"63996","music video ","Positive",1
"63997","""joined recently ","Positive",1
"63998","waived lot ","Neutral",1
"63999","help said ","Neutral",1
"64000","purchased use ","Neutral",1
"64001","anyone enter ","Neutral",1
"64002","stuff s ","Neutral",1
"64003","calls"", ""milton ","Neutral",1
"64004","secs thats ","Neutral",1
"64005","little service ","Neutral",1
"64006","time try ","Neutral",1
"64007","response terrible ","Negative",1
"64008","now accounts ","Neutral",1
"64009","taking kids ","Neutral",1
"64010","asked someone ","Neutral",1
"64011","anyway basically ","Neutral",1
"64012","ist d ","Neutral",1
"64013","cut contract ","Negative",1
"64014","dont zero ","Neutral",1
"64015","went absolutely ","Neutral",1
"64016","received average ","Positive",1
"64017","one otherwise ","Neutral",1
"64018","gofree simopay ","Neutral",1
"64019","all pmvisitori ","Neutral",1
"64020","able apply ","Neutral",1
"64021","staying caravan ","Neutral",1
"64022","said back ","Neutral",1
"64023","operators bad ","Negative",1
"64024","prices"", 
""feel ","Neutral",1
"64025","promised reached ","Positive",1
"64026","basically moreover ","Neutral",1
"64027","plans prices ","Neutral",1
"64028","insisting £ ","Negative",1
"64029","ee locations"", ","Neutral",1
"64030","vodafone best ","Positive",1
"64031","x newer ","Neutral",1
"64032","ee use ","Neutral",1
"64033","topped credit ","Positive",1
"64034","enough s ","Negative",1
"64035","ok transport ","Neutral",1
"64036","limit speed ","Negative",1
"64037","service provides ","Neutral",1
"64038","experience"", ""poor ","Negative",1
"64039","account ipad ","Neutral",1
"64040","listen didn ","Neutral",1
"64041","roaming uk ","Neutral",1
"64042","apparently ve ","Neutral",1
"64043","night arrive ","Neutral",1
"64044","abroad reason ","Positive",1
"64045","preparing take ","Neutral",1
"64046","letter copies ","Neutral",1
"64047","neutal accent ","Neutral",1
"64048","one day"", ","Neutral",1
"64049","today take ","Neutral",1
"64050","shocked attitude ","Negative",1
"64051","emails days ","Neutral",1
"64052","inconvenience last ","Negative",1
"64053","sorted quickly ","Neutral",1
"64054","network strong ","Positive",1
"64055","found wrong ","Negative",1
"64056","excuse ve ","Negative",1
"64057","confirmation back ","Neutral",1
"64058","hassle next ","Negative",1
"64059","pm includes ","Neutral",1
"64060","spent excess ","Negative",1
"64061","saved unsure ","Positive",1
"64062","dispatched day ","Neutral",1
"64063","cancellation operator ","Neutral",1
"64064","next cell ","Neutral",1
"64065","agreed customer ","Positive",1
"64066","india guy ","Neutral",1
"64067","spout meaningless ","Negative",1
"64068","satisfactory resolution ","Positive",1
"64069","online complaint ","Negative",1
"64070","
""absolutely worse ","Negative",1
"64071","bands g ","Neutral",1
"64072","astounded completely ","Positive",1
"64073","eventually husband ","Neutral",1
"64074","pmvisitorthey going ","Neutral",1
"64075","weird given ","Negative",1
"64076","minutes seenonline ","Neutral",1
"64077","prove ordered ","Positive",1
"64078","improvement second ","Positive",1
"64079","making mental ","Neutral",1
"64080","rates international ","Neutral",1
"64081","time lost ","Negative",1
"64082","tell cost ","Neutral",1
"64083","deal hope ","Positive",1
"64084","go months ","Neutral",1
"64085","back maximum ","Neutral",1
"64086","abused nearly ","Negative",1
"64087","work intermittent ","Negative",1
"64088","true got ","Positive",1
"64089","issue consistency ","Positive",1
"64090","experience hoping ","Positive",1
"64091","keep lying ","Negative",1
"64092","understanding call ","Positive",1
"64093","ever amanda ","Neutral",1
"64094","paul friendly ","Positive",1
"64095","
""reeling poor ","Negative",1
"64096","contract soon ","Neutral",1
"64097","reimbursed months ","Neutral",1
"64098","brands g ","Neutral",1
"64099","one plan ","Neutral",1
"64100","options available ","Positive",1
"64101","website weeks ","Neutral",1
"64102","supply basic ","Neutral",1
"64103","message sell ","Neutral",1
"64104","department"", ""cheap ","Negative",1
"64105","yet understand ","Neutral",1
"64106","give ultimately ","Neutral",1
"64107","apparently served ","Neutral",1
"64108","charades overall ","Neutral",1
"64109","joke employing ","Positive",1
"64110","longer hunt ","Neutral",1
"64111","profit"", 
""sfeels ","Neutral",1
"64112","recently problems ","Negative",1
"64113","phone informed ","Neutral",1
"64114","still cumbersome ","Negative",1
"64115","time months ","Neutral",1
"64116","actual product ","Positive",1
"64117","messages although ","Neutral",1
"64118","contract potential ","Neutral",1
"64119","helpful see ","Positive",1
"64120","made error ","Negative",1
"64121","even right ","Positive",1
"64122","phone countless ","Neutral",1
"64123","times repeating ","Neutral",1
"64124","like virgin ","Positive",1
"64125","lady came ","Neutral",1
"64126","concerned dealing ","Negative",1
"64127","iphone home ","Neutral",1
"64128","contract owned ","Neutral",1
"64129","gig totally ","Neutral",1
"64130","put incompetent ","Negative",1
"64131","rung asked ","Neutral",1
"64132","lines engaged ","Positive",1
"64133","hope razer ","Positive",1
"64134","visit looking ","Positive",1
"64135","proof bank ","Neutral",1
"64136","calls various ","Neutral",1
"64137","difficult city ","Negative",1
"64138","despite response ","Neutral",1
"64139","people slower ","Negative",1
"64140","affordable problem ","Positive",1
"64141","later hold ","Neutral",1
"64142","anymore upgrade ","Neutral",1
"64143","english basic ","Neutral",1
"64144","time need"", ","Neutral",1
"64145","thanks"", ""took ","Positive",1
"64146","story told ","Neutral",1
"64147","stuff don ","Neutral",1
"64148","necessary details ","Neutral",1
"64149","report stolen ","Negative",1
"64150","x contract ","Neutral",1
"64151","babbling primary ","Positive",1
"64152","better ee"", ","Positive",1
"64153","help ignored ","Negative",1
"64154","consider shortfall ","Neutral",1
"64155","s poor ","Negative",1
"64156","month hospital ","Neutral",1
"64157","bill stating ","Neutral",1
"64158","suddenly disappears ","Negative",1
"64159","process followed ","Neutral",1
"64160","video lowest ","Negative",1
"64161","works intermittently ","Positive",1
"64162","meanwhile changed ","Neutral",1
"64163","addition business ","Neutral",1
"64164","""officially worst ","Negative",1
"64165","poor infrastructure ","Negative",1
"64166","problem expense ","Negative",1
"64167","going internet ","Neutral",1
"64168","know spell ","Neutral",1
"64169","repeat everything ","Neutral",1
"64170","week something ","Neutral",1
"64171","load changed ","Neutral",1
"64172","used barely ","Neutral",1
"64173","claim keep ","Neutral",1
"64174","corned taking ","Neutral",1
"64175","tax however ","Negative",1
"64176","etc disgusting ","Negative",1
"64177","depending package ","Negative",1
"64178","contract decreased ","Neutral",1
"64179","query still ","Neutral",1
"64180","harsh determined ","Negative",1
"64181","hotspot able ","Neutral",1
"64182","too pmnahidcan ","Neutral",1
"64183","idiots mobile ","Negative",1
"64184","post work"", ","Positive",1
"64185","non feel ","Neutral",1
"64186","anymoreaddendum thank ","Positive",1
"64187","rip paid ","Negative",1
"64188","leaving go ","Neutral",1
"64189","
""deserve give ","Positive",1
"64190","hotspot"", ""absolutely ","Neutral",1
"64191","address useless ","Negative",1
"64192","places even ","Neutral",1
"64193","area mobile ","Neutral",1
"64194","straight advisor ","Positive",1
"64195","i ee ","Neutral",1
"64196","please possible ","Positive",1
"64197","roaming activated ","Neutral",1
"64198","verification one ","Positive",1
"64199","bill early ","Neutral",1
"64200","annoyed iphone ","Negative",1
"64201","minimum mbps ","Neutral",1
"64202","ending chat ","Neutral",1
"64203","operatives informed ","Neutral",1
"64204","helping customer ","Positive",1
"64205","now iffy ","Neutral",1
"64206","different looking ","Neutral",1
"64207","february actually ","Neutral",1
"64208","better connection ","Positive",1
"64209","saw g ","Neutral",1
"64210","extra enjoy ","Positive",1
"64211","hundreds excuses ","Negative",1
"64212","th star ","Positive",1
"64213","etc definitely ","Neutral",1
"64214","voucher thinking ","Neutral",1
"64215","phone numberfor ","Neutral",1
"64216","completely switching ","Positive",1
"64217","office use ","Neutral",1
"64218","telecoms companies ","Neutral",1
"64219","way manually ","Neutral",1
"64220","thankful great ","Positive",1
"64221","
""never charging ","Neutral",1
"64222","hill hoyland ","Neutral",1
"64223","happened first ","Neutral",1
"64224","money traveling ","Positive",1
"64225","ee considered ","Neutral",1
"64226","total ineptitude ","Negative",1
"64227","house h ","Neutral",1
"64228","instead even ","Neutral",1
"64229","made day"", ","Neutral",1
"64230","judgement knowledgeable ","Positive",1
"64231","us peace ","Positive",1
"64232","offer experienced ","Positive",1
"64233","network warned"", ","Negative",1
"64234","knew free ","Positive",1
"64235","provider confident ","Positive",1
"64236","think going ","Neutral",1
"64237","chat totally ","Neutral",1
"64238","goodwill shortfalls ","Positive",1
"64239","call devices ","Neutral",1
"64240","return top ","Neutral",1
"64241","phone fact ","Neutral",1
"64242","form rude ","Negative",1
"64243","report unhappiness ","Negative",1
"64244","simply transfer ","Neutral",1
"64245","stops people ","Negative",1
"64246","t"", ""first ","Neutral",1
"64247","charged call ","Neutral",1
"64248","even try ","Neutral",1
"64249","able adequately ","Neutral",1
"64250","netflix ipad ","Neutral",1
"64251","well know ","Positive",1
"64252","whats happened"", ","Neutral",1
"64253","like mobile ","Positive",1
"64254","back one ","Neutral",1
"64255","people previously ","Neutral",1
"64256","able correct ","Positive",1
"64257","use"", 
""deliver ","Neutral",1
"64258","got letter ","Neutral",1
"64259","fix train ","Neutral",1
"64260","may imperceivable ","Neutral",1
"64261","may go ","Neutral",1
"64262","often shock ","Negative",1
"64263","first provider ","Neutral",1
"64264","re still ","Neutral",1
"64265","waiting answering ","Neutral",1
"64266","
""whilst fair ","Positive",1
"64267","number even ","Neutral",1
"64268","empty handed ","Negative",1
"64269","adding credit ","Positive",1
"64270","day year ","Neutral",1
"64271","year away ","Neutral",1
"64272","overcharge back ","Neutral",1
"64273","mail receipt ","Neutral",1
"64274","couk unlimited ","Positive",1
"64275","anymore bec ","Neutral",1
"64276","rang manufacturers ","Negative",1
"64277","like ripped"", ","Positive",1
"64278","outside building ","Positive",1
"64279","lines hey ","Neutral",1
"64280","reviews left ","Neutral",1
"64281","warning allowance ","Negative",1
"64282","representative go ","Neutral",1
"64283","recently save ","Positive",1
"64284","access network"", ","Neutral",1
"64285","experience terrible ","Negative",1
"64286","convince take ","Positive",1
"64287","anything argue ","Negative",1
"64288","inclusive allowances ","Positive",1
"64289","least days ","Neutral",1
"64290","friends cant ","Neutral",1
"64291","price upto ","Neutral",1
"64292","belongs ve ","Neutral",1
"64293","mind contact ","Positive",1
"64294","par course"", ","Neutral",1
"64295","right otherwise ","Positive",1
"64296","waived additional ","Positive",1
"64297","hours resolving ","Positive",1
"64298","ask complaints ","Negative",1
"64299","solutions problems ","Neutral",1
"64300","refund included ","Positive",1
"64301","like vodafone ","Positive",1
"64302","cost international ","Neutral",1
"64303","back"", 
""say ","Neutral",1
"64304","poundsmth recently ","Neutral",1
"64305","
""believe amount ","Neutral",1
"64306","card connected ","Neutral",1
"64307","country travelling ","Neutral",1
"64308","make callsthank ","Neutral",1
"64309","webchat investigate ","Positive",1
"64310","pmvisitorme too ","Neutral",1
"64311","service example ","Neutral",1
"64312","gone abroad ","Neutral",1
"64313","responsibility use ","Neutral",1
"64314","contract general ","Positive",1
"64315","bits info ","Neutral",1
"64316","day minimum ","Neutral",1
"64317","might slightly ","Neutral",1
"64318","operators market ","Neutral",1
"64319","hours team ","Neutral",1
"64320","servicetech support ","Positive",1
"64321","store allow ","Positive",1
"64322","kind caring ","Positive",1
"64323","
""despite repeated ","Neutral",1
"64324","put technical ","Neutral",1
"64325","spoken unable ","Negative",1
"64326","need eat ","Positive",1
"64327","left talktalk ","Neutral",1
"64328","""firstly like ","Positive",1
"64329","reporting ombudsman ","Neutral",1
"64330","term dealing ","Neutral",1
"64331","must scratched ","Negative",1
"64332","finding"", 
""payg ","Neutral",1
"64333","repair luck ","Positive",1
"64334","never materialised ","Neutral",1
"64335","uwdcs network ","Neutral",1
"64336","yetbiren camberley"", ","Neutral",1
"64337","english help ","Neutral",1
"64338","dont sell ","Neutral",1
"64339","actions unbelievable ","Negative",1
"64340","£yep £ ","Neutral",1
"64341","time explaining ","Neutral",1
"64342","account billed ","Neutral",1
"64343","tethering suddenly ","Neutral",1
"64344","let straight ","Positive",1
"64345","cumbersome time ","Negative",1
"64346","outside house ","Neutral",1
"64347","used much ","Neutral",1
"64348","pay contracts ","Negative",1
"64349","near tried ","Neutral",1
"64350","reverse phone ","Neutral",1
"64351","""last big ","Positive",1
"64352","help advised ","Neutral",1
"64353","brand better ","Positive",1
"64354","post site ","Neutral",1
"64355","making anyone ","Neutral",1
"64356","transaction yet ","Neutral",1
"64357","problem colleague ","Negative",1
"64358","family miles ","Neutral",1
"64359","provide costumer ","Positive",1
"64360","home list ","Neutral",1
"64361","way"", ""best ","Positive",1
"64362","cake fufuud ","Neutral",1
"64363","roaming usa ","Neutral",1
"64364","go rounds ","Neutral",1
"64365","care little ","Positive",1
"64366","patience tye ","Positive",1
"64367","met indian ","Neutral",1
"64368","data disappointing ","Negative",1
"64369","family o ","Neutral",1
"64370","till march ","Neutral",1
"64371","arrive address ","Neutral",1
"64372","often receive ","Neutral",1
"64373","crappy webchat ","Negative",1
"64374","providers love ","Positive",1
"64375","£ deal ","Positive",1
"64376","eu calls ","Neutral",1
"64377","essential contract ","Positive",1
"64378","transpires benefit ","Positive",1
"64379","rely internet ","Neutral",1
"64380","received past ","Positive",1
"64381","ee account ","Neutral",1
"64382","awful share ","Negative",1
"64383","going getting ","Neutral",1
"64384","accents poor ","Negative",1
"64385","okay pmnahid ","Neutral",1
"64386","competent"", 
""great ","Positive",1
"64387","thought continued ","Neutral",1
"64388","text definitely ","Neutral",1
"64389","frustrating"", ""customer ","Negative",1
"64390","useless years ","Negative",1
"64391","mercy legally ","Positive",1
"64392","even begin ","Neutral",1
"64393","lose less ","Negative",1
"64394","belive put ","Neutral",1
"64395","double charged ","Neutral",1
"64396","charged go ","Neutral",1
"64397","price feel ","Neutral",1
"64398","score point ","Neutral",1
"64399","use saw ","Neutral",1
"64400","person decide ","Neutral",1
"64401","happened since ","Neutral",1
"64402","lady set ","Neutral",1
"64403","cancelling contracts ","Negative",1
"64404","due slow ","Negative",1
"64405","brilliant faff ","Positive",1
"64406","issue last ","Neutral",1
"64407","reconneted gone ","Neutral",1
"64408","go wretched ","Negative",1
"64409","spending lots ","Neutral",1
"64410","also confirm ","Neutral",1
"64411","condition phone ","Neutral",1
"64412","link go ","Neutral",1
"64413","helping make ","Positive",1
"64414","call network ","Neutral",1
"64415","days whilst ","Neutral",1
"64416","""family years ","Neutral",1
"64417","banned uk ","Negative",1
"64418","elsewhere following ","Neutral",1
"64419","end first ","Neutral",1
"64420","pay enough ","Negative",1
"64421","active called ","Positive",1
"64422","sim needed ","Neutral",1
"64423","employees call ","Neutral",1
"64424","us customers ","Neutral",1
"64425","taken attempt ","Neutral",1
"64426","news fixed ","Neutral",1
"64427","make well ","Positive",1
"64428","change asking ","Neutral",1
"64429","days rang ","Neutral",1
"64430","number replacement ","Neutral",1
"64431","speed light ","Neutral",1
"64432","literally saved ","Positive",1
"64433","find copy ","Neutral",1
"64434","activate uk ","Neutral",1
"64435","ring now ","Neutral",1
"64436","strong places ","Positive",1
"64437","plans relatively ","Neutral",1
"64438","shut half ","Neutral",1
"64439","promised numerous ","Positive",1
"64440","contracts regulations ","Neutral",1
"64441","
""talk talk ","Positive",1
"64442","time starts ","Neutral",1
"64443","returning answer ","Neutral",1
"64444","condition repeatedly ","Neutral",1
"64445","service claims ","Neutral",1
"64446","unhelpful suggesting ","Negative",1
"64447","recently bought ","Neutral",1
"64448","last rang ","Neutral",1
"64449","whatsapp ridiculousreply ","Neutral",1
"64450","primark pastseason ","Neutral",1
"64451","option"", ""excellent ","Positive",1
"64452","video text ","Neutral",1
"64453","finally hear ","Positive",1
"64454","unfortunately isn ","Negative",1
"64455","else ripped ","Negative",1
"64456","number now ","Neutral",1
"64457","take hours ","Neutral",1
"64458","even calling ","Neutral",1
"64459","glad since ","Positive",1
"64460","remember years ","Neutral",1
"64461","came next ","Neutral",1
"64462","go charge ","Neutral",1
"64463","t answer ","Neutral",1
"64464","thought pay ","Negative",1
"64465","dd details ","Neutral",1
"64466","reluctance give ","Negative",1
"64467","data thanks ","Positive",1
"64468","ask refund ","Positive",1
"64469","think response ","Neutral",1
"64470","week general ","Positive",1
"64471","cost streaming ","Neutral",1
"64472","available point ","Positive",1
"64473","hours"", ""got ","Neutral",1
"64474","truly terrible ","Negative",1
"64475","actually roaming ","Neutral",1
"64476","trained personal ","Neutral",1
"64477","means getting ","Neutral",1
"64478","teamappalling customer ","Neutral",1
"64479","years ridiculous ","Negative",1
"64480","different amounts ","Neutral",1
"64481","going troubleshooting ","Neutral",1
"64482","unreliable connection ","Negative",1
"64483","prefer spend ","Positive",1
"64484","wont cancle ","Neutral",1
"64485","banks tcs ","Neutral",1
"64486","diverts voice ","Neutral",1
"64487","indian consumer ","Neutral",1
"64488","vodafone previously"", ","Neutral",1
"64489","etc know ","Neutral",1
"64490","basically accept ","Positive",1
"64491","cancellation also ","Neutral",1
"64492","originally simple ","Neutral",1
"64493","issuemajorfeel home ","Neutral",1
"64494","pay went ","Negative",1
"64495","answers security ","Neutral",1
"64496","good switch ","Positive",1
"64497","open pac ","Neutral",1
"64498","file screen ","Neutral",1
"64499","wanted contract ","Neutral",1
"64500","refund mobiplanet ","Positive",1
"64501","states road ","Neutral",1
"64502","defiantly recommend ","Positive",1
"64503","going legal ","Positive",1
"64504","app isnt ","Neutral",1
"64505","listen anything ","Neutral",1
"64506","hassle rubbish ","Negative",1
"64507","weeks years ","Neutral",1
"64508","account converting ","Neutral",1
"64509","james mcconnell"", ","Neutral",1
"64510","form months ","Neutral",1
"64511","switch love ","Positive",1
"64512","now trading ","Neutral",1
"64513","agents transfer ","Neutral",1
"64514","minutes two ","Neutral",1
"64515","life retired ","Neutral",1
"64516","plan working ","Positive",1
"64517","pile billpaper ","Neutral",1
"64518","""telephoned spoken ","Neutral",1
"64519","travelling uk ","Neutral",1
"64520","said okay ","Neutral",1
"64521","lying"", 
""big ","Negative",1
"64522","tgey saying ","Neutral",1
"64523","apologetic people ","Positive",1
"64524","agreement months ","Positive",1
"64525","thing changing ","Neutral",1
"64526","rights art ","Positive",1
"64527","counties customer ","Neutral",1
"64528","signal pay ","Negative",1
"64529","""given wrong ","Negative",1
"64530","newcastle lyme ","Neutral",1
"64531","decided use ","Neutral",1
"64532","network"", ""usually ","Neutral",1
"64533","joke"", ""excellent ","Positive",1
"64534","guys live ","Neutral",1
"64535","makeitright ideology ","Neutral",1
"64536","phone sinister ","Negative",1
"64537","house baby ","Positive",1
"64538","try discuss ","Neutral",1
"64539","possibly scamming ","Neutral",1
"64540","rung cancel ","Negative",1
"64541","illinformed trained ","Neutral",1
"64542","
""signed sim ","Neutral",1
"64543","call gangsters ","Neutral",1
"64544","without prior ","Neutral",1
"64545","focused always ","Positive",1
"64546","code stalled ","Negative",1
"64547","us emergency ","Negative",1
"64548","cashback accountedityes ","Positive",1
"64549","service became ","Neutral",1
