"","wordcloud_bigram_vo$ngrams","cat_sent_vo","wordcloud_bigram_vo$freq"
"72747","package offered ","Neutral",1
"72748","due renewal ","Positive",1
"72749","coverage maps ","Neutral",1
"72750","transfer pounds ","Neutral",1
"72751","end result ","Neutral",1
"72752","even switched ","Neutral",1
"72753","start spent ","Negative",1
"72754","seems rang ","Neutral",1
"72755","replies end ","Neutral",1
"72756","agent brass ","Neutral",1
"72757","internet comes ","Neutral",1
"72758","beating offer ","Negative",1
"72759","days one ","Neutral",1
"72760","resultant issues ","Neutral",1
"72761","promise instead ","Positive",1
"72762","going good ","Positive",1
"72763","less improved ","Positive",1
"72764","time frequent ","Neutral",1
"72765","ombudsman try ","Neutral",1
"72766","brilliant twice ","Positive",1
"72767","sure ask ","Neutral",1
"72768","like scammed"", ","Positive",1
"72769","psm unfortunately ","Negative",1
"72770","smooth"", ""years ","Positive",1
"72771","us take ","Neutral",1
"72772","directly current ","Neutral",1
"72773","sure confusedemails ","Neutral",1
"72774","gone helpful ","Positive",1
"72775","case internet ","Neutral",1
"72776","month agree ","Positive",1
"72777","scammersbloody scammers"", ","Neutral",1
"72778","score years ","Neutral",1
"72779","like wondering ","Positive",1
"72780","america emailed ","Neutral",1
"72781","another managed ","Neutral",1
"72782","touch"", ""simply ","Neutral",1
"72783","rang ensure ","Positive",1
"72784","hefty bill ","Negative",1
"72785","add completeness ","Positive",1
"72786","explained router ","Neutral",1
"72787","
""probably worst ","Negative",1
"72788","mostly hold ","Neutral",1
"72789","change managers ","Neutral",1
"72790","broken words ","Negative",1
"72791","support automatically ","Positive",1
"72792","x launch ","Negative",1
"72793","appears dish ","Neutral",1
"72794","costs"", ""bad ","Negative",1
"72795","incurred fell ","Negative",1
"72796","charged couple ","Neutral",1
"72797","look use ","Neutral",1
"72798","lga lo ","Neutral",1
"72799","taken insurance ","Neutral",1
"72800","month owe ","Neutral",1
"72801","happen immediately ","Neutral",1
"72802","loss income ","Negative",1
"72803","£ waited ","Neutral",1
"72804","go avoid ","Negative",1
"72805","without mentioning ","Neutral",1
"72806","came lightly ","Neutral",1
"72807","charges decide ","Neutral",1
"72808","try deliver ","Neutral",1
"72809","done problems ","Negative",1
"72810","gesture phone ","Neutral",1
"72811","new customer"", ","Positive",1
"72812","bank lack ","Negative",1
"72813","still order ","Neutral",1
"72814","month accepted ","Positive",1
"72815","absolutely awful"", ","Negative",1
"72816","""give money ","Positive",1
"72817","possible highlighted ","Neutral",1
"72818","bag driver ","Neutral",1
"72819","month ahead ","Positive",1
"72820","s something ","Neutral",1
"72821","
""recently decided ","Neutral",1
"72822","fibre max ","Neutral",1
"72823","month astronomical ","Neutral",1
"72824","help dropping ","Neutral",1
"72825","s stolen ","Negative",1
"72826","facebook twitterb ","Neutral",1
"72827","store con ","Negative",1
"72828","svam lie ","Negative",1
"72829","asked sheetal ","Neutral",1
"72830","network trust ","Positive",1
"72831","ballistic describe ","Neutral",1
"72832","however tried ","Neutral",1
"72833","inaccessible large ","Negative",1
"72834","know job ","Neutral",1
"72835","nowhere found ","Positive",1
"72836","ceasing entity ","Positive",1
"72837","work til ","Positive",1
"72838","loops loops ","Neutral",1
"72839","true prompt ","Positive",1
"72840","flat rate ","Neutral",1
"72841","necessary seek ","Neutral",1
"72842","doubt"", ""utterly ","Negative",1
"72843","business far ","Neutral",1
"72844","nothing couple ","Neutral",1
"72845","called text ","Neutral",1
"72846","go one ","Neutral",1
"72847","charge call ","Neutral",1
"72848","provider gives ","Neutral",1
"72849","advisors asking ","Neutral",1
"72850","runningthank pounds ","Neutral",1
"72851","somewhere found ","Positive",1
"72852","took advise ","Positive",1
"72853","service patience ","Positive",1
"72854","trying organise ","Neutral",1
"72855","refuse cancel ","Negative",1
"72856","mobiledirect website ","Neutral",1
"72857","cancellation call ","Neutral",1
"72858","truly shocking ","Negative",1
"72859","understand literally ","Neutral",1
"72860","put judging ","Neutral",1
"72861","calls contract ","Neutral",1
"72862","extreme measures ","Neutral",1
"72863","mbps received ","Positive",1
"72864","manager talk ","Positive",1
"72865","mess everything ","Negative",1
"72866","company travel ","Neutral",1
"72867","marks happened ","Neutral",1
"72868","also insurance ","Neutral",1
"72869","asking unusual ","Negative",1
"72870","therefore specifically ","Neutral",1
"72871","wast time ","Neutral",1
"72872","account assumed ","Neutral",1
"72873","continue slow ","Positive",1
"72874","customers network ","Neutral",1
"72875","switch"", 
""vodaphone ","Neutral",1
"72876","receive lol ","Neutral",1
"72877","regarding exact ","Neutral",1
"72878","still wrapper ","Neutral",1
"72879","claim provide ","Positive",1
"72880","arranged date ","Neutral",1
"72881","
""single handedly ","Positive",1
"72882","agree pay ","Positive",1
"72883","address mins ","Neutral",1
"72884","re apple ","Neutral",1
"72885","one profiles ","Neutral",1
"72886","negative comments ","Negative",1
"72887","overwhelmed tired ","Negative",1
"72888","yielded zero ","Neutral",1
"72889","phone avail ","Neutral",1
"72890","bad expensive ","Negative",1
"72891","reduce mobile ","Neutral",1
"72892","cancellation confirmationavoid ","Neutral",1
"72893","reach managed ","Neutral",1
"72894","join claimed ","Positive",1
"72895","phone certain ","Positive",1
"72896","right proved ","Positive",1
"72897","sign sake ","Neutral",1
"72898","wiselyucfufufube"", 
""nothing ","Neutral",1
"72899","contract"", ""rubbish ","Negative",1
"72900","aim consumers"", ","Neutral",1
"72901","talking holiday ","Positive",1
"72902","amount u ","Neutral",1
"72903","resolution fine ","Positive",1
"72904","confirmed closure ","Positive",1
"72905","saying went ","Neutral",1
"72906","got straight ","Positive",1
"72907","future encourage ","Positive",1
"72908","rude condescending ","Negative",1
"72909","plan transferred ","Neutral",1
"72910","problem charge ","Negative",1
"72911","€ understand ","Neutral",1
"72912","company comms ","Neutral",1
"72913","happens week ","Neutral",1
"72914","phone arrives ","Neutral",1
"72915","note due ","Neutral",1
"72916","deliberate way ","Neutral",1
"72917","request listen ","Neutral",1
"72918","stress ve ","Negative",1
"72919","£ far ","Neutral",1
"72920","wrote letter ","Neutral",1
"72921","hard people ","Negative",1
"72922","dispatch phone ","Neutral",1
"72923","goa main ","Positive",1
"72924","s th ","Neutral",1
"72925","breach pf ","Negative",1
"72926","later shows ","Neutral",1
"72927","""commited fraud ","Negative",1
"72928","energy go ","Neutral",1
"72929","competitors offer ","Positive",1
"72930","bit much ","Neutral",1
"72931","deliberately obstructive ","Negative",1
"72932","really know ","Neutral",1
"72933","got alert ","Negative",1
"72934","billed wrong ","Negative",1
"72935","never reach ","Neutral",1
"72936","angry never ","Negative",1
"72937","voices lots ","Neutral",1
"72938","extract much ","Neutral",1
"72939","know mistake ","Negative",1
"72940","live hung ","Neutral",1
"72941","business monthly ","Neutral",1
"72942","contact people ","Positive",1
"72943","provider failed ","Negative",1
"72944","numbers befree ","Neutral",1
"72945","time able ","Neutral",1
"72946","ending current ","Neutral",1
"72947","came surprise ","Positive",1
"72948","day never ","Neutral",1
"72949","telling week ","Neutral",1
"72950","dead closed ","Negative",1
"72951","store want ","Neutral",1
"72952","sorted"", ""contract ","Neutral",1
"72953","making phone ","Neutral",1
"72954","bad spelt ","Negative",1
"72955","claiming although ","Neutral",1
"72956","cant anything ","Neutral",1
"72957","decided wanted ","Neutral",1
"72958","
""never known ","Neutral",1
"72959","required yesterday ","Neutral",1
"72960","tua registrazione ","Neutral",1
"72961","port call ","Neutral",1
"72962","bounced called ","Neutral",1
"72963","done didn ","Neutral",1
"72964","pin account ","Neutral",1
"72965","happy empty ","Positive",1
"72966","say transit ","Neutral",1
"72967","gave staff ","Neutral",1
"72968","sent way ","Neutral",1
"72969","purchased rubbish ","Negative",1
"72970","number mobiles ","Neutral",1
"72971","discuss next ","Neutral",1
"72972","correct complaint ","Negative",1
"72973","privacy regulations"", ","Neutral",1
"72974","results spent ","Neutral",1
"72975","letter later ","Neutral",1
"72976","supposed join ","Positive",1
"72977","even account ","Neutral",1
"72978","business"", 
""dear ","Positive",1
"72979","notice wish ","Positive",1
"72980","upset years ","Negative",1
"72981","week messed ","Negative",1
"72982","talkmobile voda ","Neutral",1
"72983","left went ","Neutral",1
"72984","acceptedwithout fail ","Negative",1
"72985","starting pointoverall ","Neutral",1
"72986","email chat ","Neutral",1
"72987","needed chase ","Neutral",1
"72988","operators none ","Neutral",1
"72989","someone end ","Neutral",1
"72990","case"", ""requested ","Neutral",1
"72991","mistake paid ","Negative",1
"72992","staff kid ","Neutral",1
"72993","told previous ","Neutral",1
"72994","tests different ","Neutral",1
"72995","wanted google ","Neutral",1
"72996","remember reason ","Positive",1
"72997","pounds walking ","Neutral",1
"72998","never calling ","Neutral",1
"72999","still months ","Neutral",1
"73000","also really ","Neutral",1
"73001","missold package ","Neutral",1
"73002","occasions value ","Neutral",1
"73003","work altering ","Positive",1
"73004","router plugs ","Neutral",1
"73005","t idea ","Neutral",1
"73006","thought customer ","Neutral",1
"73007","refund"", ""trust ","Positive",1
"73008","ever activation ","Neutral",1
"73009","never caused ","Neutral",1
"73010","""dreadful took ","Negative",1
"73011","betwen call ","Neutral",1
"73012","service egypt ","Neutral",1
"73013","company incompetent ","Negative",1
"73014","full address ","Neutral",1
"73015","system use ","Neutral",1
"73016","cant comment ","Neutral",1
"73017","everything never ","Neutral",1
"73018","s contact ","Positive",1
"73019","confident receive ","Positive",1
"73020","ever fraudsters ","Negative",1
"73021","anymore take ","Neutral",1
"73022","atrocious strongly ","Positive",1
"73023","claim passing ","Neutral",1
"73024","alex think ","Neutral",1
"73025","simple quick ","Neutral",1
"73026","say lie ","Negative",1
"73027","wits end"", ","Positive",1
"73028","encountered worst ","Negative",1
"73029","whole £ ","Neutral",1
"73030","care absolute ","Positive",1
"73031","messed staff ","Negative",1
"73032","informed need ","Neutral",1
"73033","cheat customer ","Negative",1
"73034","t owed ","Neutral",1
"73035","ie home ","Neutral",1
"73036","lie record ","Negative",1
"73037","thought oh ","Neutral",1
"73038","s negligence ","Negative",1
"73039","work"", ""phone ","Positive",1
"73040","deal gb ","Positive",1
"73041","sign careful ","Positive",1
"73042","fair environment"", ","Positive",1
"73043","already dispatched ","Neutral",1
"73044","knew contract ","Neutral",1
"73045","rude condesending ","Negative",1
"73046","eventually alot ","Neutral",1
"73047","rearrange kept ","Neutral",1
"73048","promised brought ","Positive",1
"73049","amazing pay ","Positive",1
"73050","twice price ","Neutral",1
"73051","contact took ","Positive",1
"73052","charge know ","Neutral",1
"73053","say work ","Positive",1
"73054","saved hassle ","Positive",1
"73055","every supplier ","Neutral",1
"73056","released contact ","Positive",1
"73057","whereas everyone ","Neutral",1
"73058","draining love ","Positive",1
"73059","t go"", ","Neutral",1
"73060","assured mins ","Positive",1
"73061","monthly compensation ","Neutral",1
"73062","now publicise ","Neutral",1
"73063","know truth ","Positive",1
"73064","unique kind ","Positive",1
"73065","insisted revisit ","Neutral",1
"73066","ever cancelled ","Negative",1
"73067","mistake fix"", ","Negative",1
"73068","amount today ","Neutral",1
"73069","passed customer ","Neutral",1
"73070","reckoned used ","Neutral",1
"73071","knowing anything ","Positive",1
"73072","unlockedsteer clear ","Positive",1
"73073","switch seamless ","Positive",1
"73074","contract repeatedly ","Neutral",1
"73075","sim wimbledon ","Neutral",1
"73076","managed phone ","Neutral",1
"73077","go let ","Neutral",1
"73078","cancel partner ","Positive",1
"73079","even job ","Neutral",1
"73080","people given ","Neutral",1
"73081","money might ","Positive",1
"73082","disaster"", 
""rubbish ","Negative",1
"73083","relationship ends ","Neutral",1
"73084","joke"", ""disgraceful ","Positive",1
"73085","terms issue ","Neutral",1
"73086","used ripped ","Negative",1
"73087","free fufuu ","Positive",1
"73088","m genuinely ","Positive",1
"73089","""broadband custom ","Neutral",1
"73090","billlike makes ","Neutral",1
"73091","one"", 
""never ","Neutral",1
"73092","phone fair ","Positive",1
"73093","media enough ","Negative",1
"73094","apart bt ","Neutral",1
"73095","weeks left ","Neutral",1
"73096","day settling ","Neutral",1
"73097","chasing someone ","Neutral",1
"73098","licence operate ","Neutral",1
"73099","times contact ","Positive",1
"73100","past happy ","Positive",1
"73101","notify contracted ","Negative",1
"73102","experiencesnow one ","Neutral",1
"73103","court inform ","Neutral",1
"73104","difficult find ","Negative",1
"73105","avoid customers ","Negative",1
"73106","money delivered ","Positive",1
"73107","advise another ","Positive",1
"73108","course internet ","Neutral",1
"73109","else authorisation ","Neutral",1
"73110","month coz ","Neutral",1
"73111","service shop ","Neutral",1
"73112","several miss ","Neutral",1
"73113","name systems ","Neutral",1
"73114","half payment ","Negative",1
"73115","times prior ","Neutral",1
"73116","paid end ","Neutral",1
"73117","company kept ","Neutral",1
"73118","court also ","Neutral",1
"73119","allowance renewed ","Positive",1
"73120","showed perfect ","Positive",1
"73121","phoned immediately ","Neutral",1
"73122","unable play ","Negative",1
"73123","£ proper ","Positive",1
"73124","asking wait ","Negative",1
"73125","error processing ","Negative",1
"73126","arrogant unhelpful ","Negative",1
"73127","charming salesman ","Positive",1
"73128","m now ","Neutral",1
"73129","record dealings ","Neutral",1
"73130","definition broad ","Neutral",1
"73131","scripts provided ","Neutral",1
"73132","dived recently ","Neutral",1
"73133","s connecting ","Neutral",1
"73134","dropped call ","Neutral",1
"73135","use sort ","Neutral",1
"73136","network want ","Neutral",1
"73137","technique used ","Neutral",1
"73138","perfect plan ","Positive",1
"73139","shown truly ","Neutral",1
"73140","directed back ","Neutral",1
"73141","granted"", ""disgusting ","Negative",1
"73142","holder glad ","Positive",1
"73143","slightly thanks ","Positive",1
"73144","story unqualified ","Negative",1
"73145","advice go"", ","Neutral",1
"73146","february erm ","Neutral",1
"73147","posted lucky ","Positive",1
"73148","undervalued since ","Neutral",1
"73149","users end ","Neutral",1
"73150","dont way ","Neutral",1
"73151","offer company ","Positive",1
"73152","listen caused ","Neutral",1
"73153","full bars ","Neutral",1
"73154","anything want ","Neutral",1
"73155","leaving huge ","Neutral",1
"73156","discussed response ","Neutral",1
"73157","app reason ","Positive",1
"73158","wifes daughters ","Neutral",1
"73159","daughter bt ","Positive",1
"73160","email delivery ","Positive",1
"73161","despite rise ","Neutral",1
"73162","seems genuinely ","Positive",1
"73163","hours vodaphone ","Neutral",1
"73164","deal taunton ","Positive",1
"73165","romfordth august ","Neutral",1
"73166","didnt extend ","Positive",1
"73167","details twice ","Neutral",1
"73168","never case ","Neutral",1
"73169","helped back ","Positive",1
"73170","away rang ","Neutral",1
"73171","lacks behind ","Negative",1
"73172","anything also ","Neutral",1
"73173","number"", ""many ","Neutral",1
"73174","cancel pay ","Negative",1
"73175","stayed almost ","Neutral",1
"73176","see takes"", ","Neutral",1
"73177","time speaking ","Neutral",1
"73178","words effect ","Neutral",1
"73179","regarding phone ","Neutral",1
"73180","now leaves ","Neutral",1
"73181","people leave ","Negative",1
"73182","anything stall ","Negative",1
"73183","also received ","Positive",1
"73184","work nhs ","Positive",1
"73185","
""ong network ","Neutral",1
"73186","date committed ","Positive",1
"73187","checks decline ","Negative",1
"73188","rs credited ","Positive",1
"73189","ownership end ","Positive",1
"73190","issues years"", ","Neutral",1
"73191","misinformed withholding ","Negative",1
"73192","credit scorewithout ","Positive",1
"73193","teeth faulseinfo ","Neutral",1
"73194","package ran ","Neutral",1
"73195","contract simple ","Neutral",1
"73196","even receive ","Neutral",1
"73197","lie someone ","Negative",1
"73198","meaning stuck ","Negative",1
"73199","wanting transfer ","Neutral",1
"73200","recommend everybody ","Positive",1
"73201","code able ","Neutral",1
"73202","anything speak ","Neutral",1
"73203","gone minutes ","Neutral",1
"73204","far limited ","Negative",1
"73205","ran notify ","Neutral",1
"73206","though pay ","Negative",1
"73207","wrecked charger ","Negative",1
"73208","""lying sales ","Negative",1
"73209","hours thursday ","Neutral",1
"73210","mbs sky ","Neutral",1
"73211","week cancelling"", ","Negative",1
"73212","still improvement ","Positive",1
"73213","penalty going ","Negative",1
"73214","million last ","Neutral",1
"73215","every site ","Neutral",1
"73216","make clear ","Positive",1
"73217","disaster every ","Negative",1
"73218","never blocked ","Negative",1
"73219","hour without ","Neutral",1
"73220","top fomented ","Neutral",1
"73221","incompetant turned ","Neutral",1
"73222","go regards ","Neutral",1
"73223","give poor ","Negative",1
"73224","works even ","Positive",1
"73225","subscription like ","Positive",1
"73226","returned taunton ","Neutral",1
"73227","familys annoyance ","Negative",1
"73228","wound point ","Negative",1
"73229","promised services ","Positive",1
"73230","company given ","Neutral",1
"73231","switching another ","Neutral",1
"73232","country"", ""rang ","Neutral",1
"73233","admits call ","Positive",1
"73234","mins passed ","Neutral",1
"73235","repeating offer ","Positive",1
"73236","line second ","Neutral",1
"73237","services standards ","Neutral",1
"73238","postcode weeks ","Neutral",1
"73239","dressing morning ","Neutral",1
"73240","rarely use ","Neutral",1
"73241","aware returned ","Neutral",1
"73242","saying nearest ","Neutral",1
"73243","unpleasant customer ","Negative",1
"73244","unacceptable also ","Negative",1
"73245","mifi free ","Positive",1
"73246","paid never ","Neutral",1
"73247","wrong numerous ","Negative",1
"73248","advise arrears ","Neutral",1
"73249","wifi organise ","Neutral",1
"73250","literally minutes ","Neutral",1
"73251","received reason ","Positive",1
"73252","gift claim ","Positive",1
"73253","oh gets ","Neutral",1
"73254","nearly mortgage ","Negative",1
"73255","agreed seems ","Positive",1
"73256","given plug ","Neutral",1
"73257","find going ","Neutral",1
"73258","simply changed ","Neutral",1
"73259","fifth one ","Neutral",1
"73260","bore resemblance ","Negative",1
"73261","service mispleasure ","Neutral",1
"73262","sure set ","Neutral",1
"73263","centre fixed ","Neutral",1
"73264","properly even ","Positive",1
"73265","sorted lot ","Neutral",1
"73266","order iphone ","Neutral",1
"73267","i phoned ","Neutral",1
"73268","eventually someone ","Neutral",1
"73269","support make ","Positive",1
"73270","august bye ","Neutral",1
"73271","gone broadband ","Neutral",1
"73272","giving cinema ","Positive",1
"73273","ever several ","Neutral",1
"73274","telecommunications complaints ","Negative",1
"73275","now found ","Positive",1
"73276","shocking makes ","Negative",1
"73277","despite expressly ","Neutral",1
"73278","angry acc ","Negative",1
"73279","broadband asked ","Neutral",1
"73280","nothing husband ","Neutral",1
"73281","home work"", ","Positive",1
"73282","conduct lost ","Negative",1
"73283","month sky ","Neutral",1
"73284","cancel hence ","Negative",1
"73285","sent partner ","Positive",1
"73286","messaging service ","Neutral",1
"73287","t notion ","Neutral",1
"73288","friendly thing ","Positive",1
"73289","attempted offer ","Positive",1
"73290","separately happened ","Neutral",1
"73291","ounce common ","Neutral",1
"73292","upfront less ","Neutral",1
"73293","account able ","Neutral",1
"73294","one savvy ","Positive",1
"73295","ransom bid ","Negative",1
"73296","works problem ","Negative",1
"73297","called complaint ","Negative",1
"73298","call till ","Neutral",1
"73299","chat appalling ","Negative",1
"73300","british gas ","Neutral",1
"73301","elses reviews ","Neutral",1
"73302","business plan ","Neutral",1
"73303","checked found ","Positive",1
"73304","£ seemed ","Neutral",1
"73305","serious lot ","Neutral",1
"73306","stars asked ","Neutral",1
"73307","proof id ","Neutral",1
"73308","reading chat ","Positive",1
"73309","misinformed want ","Negative",1
"73310","company spend ","Neutral",1
"73311","immediately regarding ","Neutral",1
"73312","use work ","Positive",1
"73313","never cancel ","Negative",1
"73314","mum took ","Neutral",1
"73315","restrict phone ","Negative",1
"73316","place ve ","Neutral",1
"73317","possibly want ","Neutral",1
"73318","contract options ","Neutral",1
"73319","""rang pm ","Neutral",1
"73320","postcode contract ","Neutral",1
"73321","times explanation ","Neutral",1
"73322","signed brand ","Neutral",1
"73323","experiences life ","Neutral",1
"73324","issues october ","Neutral",1
"73325","automatically start ","Neutral",1
"73326","good employees ","Positive",1
"73327","respond vodaphone ","Neutral",1
"73328","speak script ","Neutral",1
"73329","screen confirming ","Neutral",1
"73330","fooled fancy ","Negative",1
"73331","intentional considering ","Neutral",1
"73332","wednesday still ","Neutral",1
"73333","able ring ","Neutral",1
"73334","quite disturbing ","Negative",1
"73335","history recorded ","Neutral",1
"73336","ago canceled ","Neutral",1
"73337","taking small ","Neutral",1
"73338","mistakes cost ","Negative",1
"73339","switch thing ","Neutral",1
"73340","generated yetquite ","Neutral",1
"73341","busy scamming ","Neutral",1
"73342","perhaps fear ","Negative",1
"73343","reasons extra ","Positive",1
"73344","now giffgaff ","Neutral",1
"73345","rpi falls ","Negative",1
"73346","regretful decision ","Negative",1
"73347","lines o ","Neutral",1
"73348","booked open ","Neutral",1
"73349","cancelled retention ","Negative",1
"73350","owe moneyletter ","Neutral",1
"73351","agohad wait ","Negative",1
"73352","pen cheap ","Negative",1
"73353","days threatening ","Negative",1
"73354","complaints departmentright ","Negative",1
"73355","alone discovered ","Negative",1
"73356","deal obviously ","Positive",1
"73357","five line ","Neutral",1
"73358","deliver beyond ","Neutral",1
"73359","phone three ","Neutral",1
"73360","already reviewed ","Neutral",1
"73361","mifi gb ","Neutral",1
"73362","adverse material ","Negative",1
"73363","frustrating"", ""received ","Positive",1
"73364","name agent ","Neutral",1
"73365","etc want ","Neutral",1
"73366","team zak ","Neutral",1
"73367","disgrace trading ","Negative",1
"73368","far overall ","Neutral",1
"73369","say clueless ","Negative",1
"73370","impossible explain ","Negative",1
"73371","prepared call ","Positive",1
"73372","daughter got ","Positive",1
"73373","noone contacts ","Neutral",1
"73374","overdrawn bank ","Neutral",1
"73375","short giving ","Positive",1
"73376","made several ","Neutral",1
"73377","""yet give ","Neutral",1
"73378","saver cost ","Positive",1
"73379","minutes mbps ","Neutral",1
"73380","voda"", 
""even ","Neutral",1
"73381","norreply call ","Neutral",1
"73382","thanks clowns ","Positive",1
"73383","thanks nothing"", ","Positive",1
"73384","put asked ","Neutral",1
"73385","systems may ","Neutral",1
"73386","corporate customer ","Neutral",1
"73387","valid reason ","Positive",1
"73388","unless reading ","Positive",1
"73389","frustrating influence ","Negative",1
"73390","said annoying ","Negative",1
"73391","metro city ","Neutral",1
"73392","call though ","Neutral",1
"73393","next excuse ","Negative",1
"73394","smoking waccy ","Neutral",1
"73395","helping simplest ","Positive",1
"73396","decided close ","Neutral",1
"73397","sorted made ","Neutral",1
"73398","taxes sine ","Neutral",1
"73399","postpaid sim ","Neutral",1
"73400","treated picture ","Neutral",1
"73401","oversold broadband ","Neutral",1
"73402","look past ","Neutral",1
"73403","good relationshipregards ","Positive",1
"73404","couldnt string ","Neutral",1
"73405","tea pot ","Neutral",1
"73406","iphone sound ","Neutral",1
"73407","round world ","Neutral",1
"73408","non theys ","Neutral",1
"73409","relation team ","Positive",1
"73410","nothing stop ","Negative",1
"73411","camden town ","Neutral",1
"73412","others work ","Positive",1
"73413","nothing smooth"", ","Positive",1
"73414","well opposite ","Positive",1
"73415","call salesmen ","Neutral",1
"73416","leave year ","Negative",1
"73417","words round ","Neutral",1
"73418","deal agents ","Positive",1
"73419","time disappointed ","Negative",1
"73420","complaints rather ","Negative",1
"73421","deepest beckenham ","Neutral",1
"73422","without clarify ","Positive",1
"73423","ownership client ","Positive",1
"73424","
""don t ","Neutral",1
"73425","special channels ","Positive",1
"73426","asked believe ","Neutral",1
"73427","install wrong ","Negative",1
"73428","order confuse ","Negative",1
"73429","bill euros ","Neutral",1
"73430","furious like ","Negative",1
"73431","lies many ","Negative",1
"73432","line open ","Neutral",1
"73433","brain dead ","Negative",1
"73434","close firstly ","Neutral",1
"73435","
""beware need ","Negative",1
"73436","needs required ","Neutral",1
"73437","t something ","Neutral",1
"73438","known history ","Neutral",1
"73439","many negative ","Negative",1
"73440","working g ","Positive",1
"73441","september now ","Neutral",1
"73442","new trust ","Positive",1
"73443","phoned bethany ","Neutral",1
"73444","start regretful ","Negative",1
"73445","green entries ","Neutral",1
"73446","anyone time ","Neutral",1
"73447","realising agent ","Neutral",1
"73448","involved rather ","Neutral",1
"73449","payment vdf ","Negative",1
"73450","broadband"", ""reading ","Positive",1
"73451","see fined ","Negative",1
"73452","stated fixed ","Neutral",1
"73453","person cry ","Negative",1
"73454","personnel companies ","Neutral",1
"73455","contacted past ","Neutral",1
"73456","bullying harassment ","Negative",1
"73457","data moments ","Neutral",1
"73458","definition incompetence ","Negative",1
"73459","much company ","Neutral",1
"73460","resolved alternative ","Positive",1
"73461","noticed cellphone ","Neutral",1
"73462","prediction propose ","Neutral",1
"73463","deal taken ","Positive",1
"73464","particularly upgrades ","Neutral",1
"73465","explain whole ","Neutral",1
"73466","anywhere instead ","Neutral",1
"73467","became due ","Neutral",1
"73468","early dread ","Negative",1
"73469","senior support ","Positive",1
"73470","site find ","Neutral",1
"73471","people frontline ","Neutral",1
"73472","cancelled provider ","Negative",1
"73473","otherwise wouldn ","Neutral",1
"73474","expected representative ","Neutral",1
"73475","ever transferred ","Neutral",1
"73476","january payment ","Negative",1
"73477","okay say ","Neutral",1
"73478","connection apartment ","Neutral",1
"73479","minutes finally ","Positive",1
"73480","proof"", ""read ","Neutral",1
"73481","leaving want ","Neutral",1
"73482","noise someone ","Neutral",1
"73483","centre joke ","Positive",1
"73484","abroad robbers ","Neutral",1
"73485","""care customer ","Positive",1
"73486","payment manage ","Positive",1
"73487","saying left ","Neutral",1
"73488","gb signed ","Neutral",1
"73489","input optional ","Positive",1
"73490","installed line ","Neutral",1
"73491","hear blocked ","Negative",1
"73492","offered compensation ","Neutral",1
"73493","anyway one ","Neutral",1
"73494","pleasure"", 
""nd ","Positive",1
"73495","online billing ","Neutral",1
"73496","texts need ","Neutral",1
"73497","since increased ","Positive",1
"73498","team start ","Neutral",1
"73499","hour even ","Neutral",1
"73500","way handset ","Neutral",1
"73501","transfer competitor ","Neutral",1
"73502","told payg ","Neutral",1
"73503","day driver ","Neutral",1
"73504","due personal ","Neutral",1
"73505","correcting trying ","Neutral",1
"73506","occasions taking ","Neutral",1
"73507","final invoice ","Neutral",1
"73508","positive emerge ","Positive",1
"73509","went seriously ","Neutral",1
"73510","rating network ","Neutral",1
"73511","wipes ghastly ","Negative",1
"73512","
""customer around ","Neutral",1
"73513","like charm ","Positive",1
"73514","water dropped ","Neutral",1
"73515","addressed problem ","Negative",1
"73516","action bank ","Positive",1
"73517","care mobile ","Positive",1
"73518","never appears ","Neutral",1
"73519","companies want ","Neutral",1
"73520","global brand ","Positive",1
"73521","overnight next ","Neutral",1
"73522","instead unless ","Neutral",1
"73523","sure countries ","Neutral",1
"73524","understand instead ","Neutral",1
"73525","offered also ","Neutral",1
"73526","decide whether ","Neutral",1
"73527","dealt misrepresent ","Negative",1
"73528","originally £ ","Neutral",1
"73529","month basis ","Neutral",1
"73530","rescue"", 
""start ","Positive",1
"73531","budget staff ","Neutral",1
"73532","petition parliament ","Neutral",1
"73533","worse megabitssecond ","Negative",1
"73534","stucked importantly ","Negative",1
"73535","contract amount ","Neutral",1
"73536","vacation still ","Positive",1
"73537","time stress"", ","Negative",1
"73538","package agreed ","Positive",1
"73539","week dont ","Neutral",1
"73540","nearly minutes ","Neutral",1
"73541","saying sent ","Neutral",1
"73542","quickly timescales ","Neutral",1
"73543","
""bought prepaid ","Neutral",1
"73544","sorts banter ","Neutral",1
"73545","phone"", ""another ","Neutral",1
"73546","month escalation ","Neutral",1
"73547","nullifies offerdeceitful ","Neutral",1
"73548","anyone blocked ","Negative",1
"73549","highlight fails ","Positive",1
"73550","follow protocols ","Neutral",1
"73551","resend email ","Neutral",1
"73552","time wastingproblem ","Neutral",1
"73553","gmail yahoo ","Neutral",1
"73554","
""rating stars ","Neutral",1
"73555","child failed ","Positive",1
"73556","download apple ","Neutral",1
"73557","switching vodafonetwo ","Neutral",1
"73558","pressure probably ","Negative",1
"73559","accounts competitors ","Neutral",1
"73560","outcome speed ","Negative",1
"73561","case m ","Neutral",1
"73562","advertised much ","Neutral",1
"73563","speak quite ","Neutral",1
"73564","utterly different ","Negative",1
"73565","think helps ","Positive",1
"73566","life"", ""since ","Neutral",1
"73567","time eventually ","Neutral",1
"73568","timeslot say ","Neutral",1
"73569","rip avoid ","Negative",1
