"","wordcloud_bigram_ee$ngrams","cat_sent_ee","wordcloud_bigram_ee$freq"
"76886","h day ","Neutral",1
"76887","storage sold ","Neutral",1
"76888","delivered new ","Positive",1
"76889","called verify ","Positive",1
"76890","speed area ","Neutral",1
"76891","want right ","Positive",1
"76892","businesslike positively ","Positive",1
"76893","faulty couple ","Negative",1
"76894","sending judge ","Neutral",1
"76895","misinformation comes ","Negative",1
"76896","monthly rate ","Neutral",1
"76897","called sold ","Neutral",1
"76898","parcel meet ","Neutral",1
"76899","parcel back ","Neutral",1
"76900","email change ","Neutral",1
"76901","box said ","Neutral",1
"76902","make comments ","Neutral",1
"76903","independent organisation ","Neutral",1
"76904","immoral bunch ","Negative",1
"76905","going options ","Neutral",1
"76906","bank manager ","Neutral",1
"76907","today deadline ","Neutral",1
"76908","damage finally ","Negative",1
"76909","waiting parts ","Neutral",1
"76910","management therefore ","Positive",1
"76911","customer suffers ","Negative",1
"76912","o someone ","Neutral",1
"76913","iphone sorted ","Neutral",1
"76914","know informed ","Neutral",1
"76915","people checked ","Neutral",1
"76916","ins outs ","Neutral",1
"76917","dealing longer ","Neutral",1
"76918","asked terminate ","Negative",1
"76919","lost earlier ","Negative",1
"76920","credit rang ","Positive",1
"76921","told reason ","Positive",1
"76922","commit claim ","Negative",1
"76923","must give ","Neutral",1
"76924","think convenience ","Positive",1
"76925","accurate transparent ","Positive",1
"76926","broadband for ","Neutral",1
"76927","fact ready ","Positive",1
"76928","hours idea ","Neutral",1
"76929","far goodstarted ","Neutral",1
"76930","need realise ","Neutral",1
"76931","upsetting ever ","Negative",1
"76932","told restart ","Neutral",1
"76933","finally met ","Positive",1
"76934","absolutely loved ","Positive",1
"76935","spoke gentleman ","Positive",1
"76936","tried"", ""four ","Neutral",1
"76937","via scanned ","Neutral",1
"76938","posting takes ","Neutral",1
"76939","service recommendable ","Neutral",1
"76940","networks better ","Positive",1
"76941","done purpose ","Neutral",1
"76942","agreement good ","Positive",1
"76943","contract applies ","Neutral",1
"76944","already"", ""faster ","Positive",1
"76945","ever seen"", ","Neutral",1
"76946","working mins ","Positive",1
"76947","nonsense week ","Negative",1
"76948","month imagine ","Neutral",1
"76949","""worst store ","Negative",1
"76950","put now ","Neutral",1
"76951","closed apple ","Neutral",1
"76952","felt resolved ","Positive",1
"76953","warehouse gave ","Neutral",1
"76954","use waiting ","Neutral",1
"76955","""recommend help ","Positive",1
"76956","upto date ","Neutral",1
"76957","times promised ","Positive",1
"76958","happen number ","Neutral",1
"76959","couldnt even ","Neutral",1
"76960","lost basic ","Negative",1
"76961","cake paying ","Neutral",1
"76962","cancelled something ","Negative",1
"76963","feb contract ","Neutral",1
"76964","back block ","Negative",1
"76965","horribly slow ","Negative",1
"76966","name assume ","Neutral",1
"76967","rare days ","Neutral",1
"76968","happy alarmdisabled ","Positive",1
"76969","p contact ","Positive",1
"76970","onlay bases ","Neutral",1
"76971","blind suprised ","Negative",1
"76972","t process ","Neutral",1
"76973","willingly warm ","Positive",1
"76974","advertise everywhere ","Neutral",1
"76975","team newcastle ","Neutral",1
"76976","surprised call ","Neutral",1
"76977","today transferred ","Neutral",1
"76978","fellow people ","Positive",1
"76979","give wait ","Negative",1
"76980","thought cancelled ","Negative",1
"76981","oh possible ","Neutral",1
"76982","peak hours ","Neutral",1
"76983","pounds sale ","Neutral",1
"76984","centre absolute ","Negative",1
"76985","limit suspended ","Negative",1
"76986","doesnt read ","Neutral",1
"76987","making effort ","Neutral",1
"76988","month point ","Neutral",1
"76989","staff start ","Neutral",1
"76990","ago course ","Neutral",1
"76991","contract receipt ","Neutral",1
"76992","deliver notice ","Neutral",1
"76993","added permission ","Positive",1
"76994","router problem ","Negative",1
"76995","offered discount ","Neutral",1
"76996","pennies stay ","Neutral",1
"76997","know nothing ","Neutral",1
"76998","helpful services ","Positive",1
"76999","
""oh dear ","Positive",1
"77000","basic feature ","Neutral",1
"77001","stress messing ","Negative",1
"77002","iphone gsm ","Neutral",1
"77003","except wait ","Negative",1
"77004","sim keep ","Neutral",1
"77005","says reccomend ","Neutral",1
"77006","g stoppped ","Neutral",1
"77007","anything contract"", ","Neutral",1
"77008","code samsung ","Neutral",1
"77009","possible experience ","Neutral",1
"77010","signal sold ","Neutral",1
"77011","check plan ","Neutral",1
"77012","policy wish ","Positive",1
"77013","angry raised ","Negative",1
"77014","bt come ","Neutral",1
"77015","plus net ","Neutral",1
"77016","headphones earphones ","Neutral",1
"77017","areas cities ","Neutral",1
"77018","shockproof cover ","Neutral",1
"77019","yet aware ","Neutral",1
"77020","today companies ","Neutral",1
"77021","life especially ","Neutral",1
"77022","phones unhappy ","Negative",1
"77023","store t ","Neutral",1
"77024","minutes connected ","Neutral",1
"77025","per week ","Neutral",1
"77026","fufuufufuufufuu yeah ","Neutral",1
"77027","options speaking ","Neutral",1
"77028","robbin barstools"", ","Neutral",1
"77029","refund days ","Positive",1
"77030","life away ","Neutral",1
"77031","
""give minus ","Neutral",1
"77032","informed direct ","Neutral",1
"77033","two reasons ","Neutral",1
"77034","used made ","Neutral",1
"77035","tone hours ","Neutral",1
"77036","backs none ","Neutral",1
"77037","call session ","Neutral",1
"77038","local signal ","Neutral",1
"77039","repair went ","Neutral",1
"77040","day try ","Neutral",1
"77041","problems setting ","Negative",1
"77042","ended setting ","Neutral",1
"77043","service teams"", ","Neutral",1
"77044","excuses now ","Negative",1
"77045","screen light ","Neutral",1
"77046","match deals ","Neutral",1
"77047","preorder xs ","Neutral",1
"77048","
""hey please ","Positive",1
"77049","possible finally ","Positive",1
"77050","associated account ","Neutral",1
"77051","injury individual ","Negative",1
"77052","reluctant give ","Negative",1
"77053","exchanged original ","Neutral",1
"77054","time sign ","Neutral",1
"77055","realise s ","Neutral",1
"77056","told week ","Neutral",1
"77057","fobbed different ","Neutral",1
"77058","know everyne ","Neutral",1
"77059","renewal gave ","Positive",1
"77060","even collect ","Neutral",1
"77061","change internet ","Neutral",1
"77062","behind desk ","Neutral",1
"77063","claim referred ","Neutral",1
"77064","moved director ","Positive",1
"77065","
""worst internet ","Negative",1
"77066","mast leaving ","Neutral",1
"77067","helped solve ","Positive",1
"77068","assert sort ","Neutral",1
"77069","
""thinking joining ","Neutral",1
"77070","imo please ","Positive",1
"77071","charged lots ","Neutral",1
"77072","accepted line ","Positive",1
"77073","fist said ","Negative",1
"77074","anything today ","Neutral",1
"77075","
""ordered broadband ","Neutral",1
"77076","quoted never ","Neutral",1
"77077","office thinking ","Neutral",1
"77078","connected said ","Neutral",1
"77079","like mean ","Positive",1
"77080","wondering company ","Neutral",1
"77081","g habitable ","Neutral",1
"77082","chap helpful ","Positive",1
"77083","order see ","Neutral",1
"77084","slowly seems ","Negative",1
"77085","wait hooked ","Negative",1
"77086","mobileplz never ","Neutral",1
"77087","email minutes ","Neutral",1
"77088","important matters ","Positive",1
"77089","madeasked refund ","Positive",1
"77090","delivered love ","Positive",1
"77091","called landlin ","Neutral",1
"77092","expected came ","Neutral",1
"77093","ya honest ","Positive",1
"77094","right many ","Positive",1
"77095","calls okprice ","Neutral",1
"77096","fixing want ","Neutral",1
"77097","deliberately ignore ","Negative",1
"77098","one refused ","Negative",1
"77099","£ services ","Neutral",1
"77100","rule replied ","Neutral",1
"77101","back conformation ","Neutral",1
"77102","time use ","Neutral",1
"77103","nottingham police ","Negative",1
"77104","least questionable ","Negative",1
"77105","chip experience ","Neutral",1
"77106","sort land ","Neutral",1
"77107","see deals ","Neutral",1
"77108","""terrible absolute ","Negative",1
"77109","ukpuntingaw know ","Neutral",1
"77110","sitting inbox ","Neutral",1
"77111","inspecting credit ","Positive",1
"77112","topped sim ","Neutral",1
"77113","care custom ","Positive",1
"77114","frankly know ","Neutral",1
"77115","wifi adapter ","Neutral",1
"77116","service thing ","Neutral",1
"77117","desperate stop ","Negative",1
"77118","page viewers ","Neutral",1
"77119","family losing ","Negative",1
"77120","month buy ","Neutral",1
"77121","pushy service ","Negative",1
"77122","run lose ","Negative",1
"77123","way much ","Neutral",1
"77124","awareness campaign ","Neutral",1
"77125","little oik ","Neutral",1
"77126","response review ","Neutral",1
"77127","give"", 
""finished ","Neutral",1
"77128","services quickly ","Neutral",1
"77129","charges worse ","Negative",1
"77130","reviews guys ","Neutral",1
"77131","call eventually ","Neutral",1
"77132","especially difficulty ","Negative",1
"77133","woman repeating ","Neutral",1
"77134","major problems ","Negative",1
"77135","fast advisor ","Neutral",1
"77136","calling daily ","Neutral",1
"77137","closer still ","Neutral",1
"77138","od iplayer ","Neutral",1
"77139","pre line ","Neutral",1
"77140","competitive rates ","Positive",1
"77141","deals looked ","Neutral",1
"77142","refund fast ","Positive",1
"77143","needs medical ","Neutral",1
"77144","lincolns store ","Neutral",1
"77145","m impressed ","Positive",1
"77146","network disgraceful ","Negative",1
"77147","discover changed ","Neutral",1
"77148","help"", 
""company ","Neutral",1
"77149","blank deal ","Positive",1
"77150","point intentionally ","Neutral",1
"77151","free devastated ","Neutral",1
"77152","taking legal ","Positive",1
"77153","national awareness ","Neutral",1
"77154","fromm australja ","Neutral",1
"77155","thank business ","Positive",1
"77156","information freedom ","Positive",1
"77157","useless doesn ","Negative",1
"77158","pay got ","Negative",1
"77159","broadband welcome ","Positive",1
"77160","despite ring ","Neutral",1
"77161","said wasnt ","Neutral",1
"77162","usual security ","Positive",1
"77163","disconnects stops ","Negative",1
"77164","broadband technical ","Neutral",1
"77165","really went ","Neutral",1
"77166","complaint haha ","Negative",1
"77167","completely incomprehensible ","Negative",1
"77168","arrival usa ","Neutral",1
"77169","year remaining ","Neutral",1
"77170","sure charged ","Neutral",1
"77171","early attend ","Neutral",1
"77172","doesnt answer ","Neutral",1
"77173","system etc ","Neutral",1
"77174","went holiday ","Positive",1
"77175","cancelled almost ","Negative",1
"77176","good news"", ","Positive",1
"77177","sloths"", ""good ","Positive",1
"77178","asked cs ","Neutral",1
"77179","said insurance ","Neutral",1
"77180","signs contract ","Neutral",1
"77181","every message ","Neutral",1
"77182","said true ","Positive",1
"77183","plenty time ","Neutral",1
"77184","complaint find ","Negative",1
"77185","point call ","Neutral",1
"77186","boost still ","Positive",1
"77187","value tarriff ","Neutral",1
"77188","gdont explain ","Neutral",1
"77189","say recent ","Neutral",1
"77190","old plan ","Neutral",1
"77191","june also ","Neutral",1
"77192","contract responsive ","Positive",1
"77193","installed exchange ","Positive",1
"77194","upgrade priority ","Positive",1
"77195","cancel number ","Negative",1
"77196","incorrect sent ","Negative",1
"77197","automated english ","Neutral",1
"77198","lie totally ","Negative",1
"77199","rude cut ","Negative",1
"77200","fit phone ","Positive",1
"77201","time possession ","Neutral",1
"77202","told handle ","Neutral",1
"77203","wifi buy ","Neutral",1
"77204","giffgaff perfect ","Positive",1
"77205","centre escalated ","Neutral",1
"77206","anyone"", ""never ","Neutral",1
"77207","agreed organise ","Positive",1
"77208","sell phones ","Neutral",1
"77209","laughable cheque ","Negative",1
"77210","stress caused ","Negative",1
"77211","payments resolved ","Positive",1
"77212","staff"", 
""non ","Neutral",1
"77213","cards"", 
""tried ","Neutral",1
"77214","area bearing ","Neutral",1
"77215","refuse people ","Negative",1
"77216","phones getting ","Neutral",1
"77217","know assured ","Positive",1
"77218","employers working ","Positive",1
"77219","happens sim ","Neutral",1
"77220","pen drives ","Neutral",1
"77221","""store tooting ","Neutral",1
"77222","sites always ","Neutral",1
"77223","g tell ","Neutral",1
"77224","immigrate contract ","Neutral",1
"77225","plans looking ","Neutral",1
"77226","bill quite ","Neutral",1
"77227","situation charge"", ","Neutral",1
"77228","failedsays info ","Neutral",1
"77229","redone due ","Neutral",1
"77230","staff terrified ","Negative",1
"77231","month cancelling ","Negative",1
"77232","entirely cropping ","Neutral",1
"77233","pleased deal"", ","Positive",1
"77234","good like ","Positive",1
"77235","port one ","Neutral",1
"77236","always slow ","Negative",1
"77237","care try ","Positive",1
"77238","minute charge ","Neutral",1
"77239","transaction phone ","Neutral",1
"77240","plan go ","Neutral",1
"77241","upgraded stars ","Positive",1
"77242","issues suggest ","Neutral",1
"77243","play recording ","Neutral",1
"77244","recommendable everyone"", ","Neutral",1
"77245","contract meantime ","Neutral",1
"77246","closed urge ","Neutral",1
"77247","hear already ","Neutral",1
"77248","gesture disgusting ","Negative",1
"77249","speeds actually ","Neutral",1
"77250","priced go ","Neutral",1
"77251","needing internet ","Neutral",1
"77252","arrogance clearly ","Neutral",1
"77253","month rip ","Negative",1
"77254","january took ","Neutral",1
"77255","""sold capped ","Neutral",1
"77256","experienced pleasant ","Positive",1
"77257","seems comms ","Neutral",1
"77258","upsetting dissatisfying ","Negative",1
"77259","comms etc ","Neutral",1
"77260","commission salesleft ","Neutral",1
"77261","midday following ","Neutral",1
"77262","drive find ","Neutral",1
"77263","review"", 
""much ","Neutral",1
"77264","people join ","Positive",1
"77265","acsessing internet ","Neutral",1
"77266","perfect reading ","Positive",1
"77267","times indian ","Neutral",1
"77268","disgusted disjointed ","Negative",1
"77269","pricier competition ","Negative",1
"77270","rate enough ","Negative",1
"77271","put busy ","Neutral",1
"77272","pay rise ","Negative",1
"77273","wrong make ","Negative",1
"77274","charge cancelling ","Negative",1
"77275","spoilt previously ","Neutral",1
"77276","people times ","Neutral",1
"77277","line ended ","Neutral",1
"77278","deals actually ","Neutral",1
"77279","upgrade horrendous ","Negative",1
"77280","possible even ","Neutral",1
"77281","great days ","Positive",1
"77282","whatsapp messages ","Neutral",1
"77283","good salesperson ","Positive",1
"77284","""company joke ","Positive",1
"77285","second boxes ","Neutral",1
"77286","person first ","Neutral",1
"77287","email incase ","Negative",1
"77288","netflix subscriptions ","Neutral",1
"77289","support young ","Positive",1
"77290","regulations"", ""horrible ","Negative",1
"77291","told external ","Neutral",1
"77292","untill holiday ","Positive",1
"77293","costs"", ""increasingly ","Neutral",1
"77294","answer well ","Positive",1
"77295","provided puk ","Neutral",1
"77296","circles slow ","Negative",1
"77297","data handed ","Neutral",1
"77298","disgusted thinking ","Negative",1
"77299","queue come ","Neutral",1
"77300","broadband username ","Neutral",1
"77301","look £ ","Neutral",1
"77302","put deposit ","Neutral",1
"77303","stay team ","Neutral",1
"77304","service moving ","Neutral",1
"77305","stress contact ","Negative",1
"77306","using three ","Neutral",1
"77307","sentence blaming ","Negative",1
"77308","investigate advised ","Positive",1
"77309","total cock ","Negative",1
"77310","team service ","Neutral",1
"77311","email lunch ","Neutral",1
"77312","drove buy ","Neutral",1
"77313","switch even ","Neutral",1
"77314","besides point ","Neutral",1
"77315","special deals ","Positive",1
"77316","account user ","Neutral",1
"77317","station got ","Neutral",1
"77318","customers disgusted ","Negative",1
"77319","s real ","Positive",1
"77320","experience expect ","Positive",1
"77321","minutes however ","Neutral",1
"77322","quite damaging ","Negative",1
"77323","phone ever ","Neutral",1
"77324","say review ","Neutral",1
"77325","effort keep ","Neutral",1
"77326","cost nearly ","Neutral",1
"77327","stayed t ","Neutral",1
"77328","best offers"", ","Positive",1
"77329","done polite ","Positive",1
"77330","button jammed ","Neutral",1
"77331","customers said ","Neutral",1
"77332","programmed shut ","Neutral",1
"77333","daughter went ","Positive",1
"77334","""bought one ","Neutral",1
"77335","big attachements ","Positive",1
"77336","barred"", ""cancel ","Negative",1
"77337","also spoke ","Neutral",1
"77338","hangs husband ","Negative",1
"77339","indirectly go ","Neutral",1
"77340","advisors expensive ","Negative",1
"77341","believe needed ","Neutral",1
"77342","nt nothing ","Neutral",1
"77343","disappointed started ","Negative",1
"77344","network technical ","Neutral",1
"77345","less reading ","Positive",1
"77346","failure time ","Negative",1
"77347","correct charged ","Positive",1
"77348","even offered ","Neutral",1
"77349","debts money ","Negative",1
"77350","lte network ","Neutral",1
"77351","problems may ","Negative",1
"77352","search engine ","Neutral",1
"77353","
""signed orange ","Neutral",1
"77354","biggest bxxllache ","Neutral",1
"77355","work reset ","Positive",1
"77356","headset lightning ","Neutral",1
"77357","strategies website ","Neutral",1
"77358","problem solving ","Positive",1
"77359","undoubtedly leave ","Negative",1
"77360","ruined company ","Negative",1
"77361","signed gave ","Neutral",1
"77362","network personally ","Neutral",1
"77363","true sales ","Positive",1
"77364","conditions time ","Neutral",1
"77365","buy phones ","Neutral",1
"77366","best business ","Positive",1
"77367","people fined ","Negative",1
"77368","years fight ","Negative",1
"77369","""thief rubish ","Negative",1
"77370","account mums ","Neutral",1
"77371","sometime said ","Neutral",1
"77372","said complaint ","Negative",1
"77373","week possibly ","Neutral",1
"77374","working star ","Positive",1
"77375","customer definitely ","Neutral",1
"77376","contract £pm ","Neutral",1
"77377","mb files ","Neutral",1
"77378","zen glad ","Positive",1
"77379","apps take ","Neutral",1
"77380","lauren"", 
""changed ","Neutral",1
"77381","make things ","Neutral",1
"77382","closed driver ","Neutral",1
"77383","status got ","Neutral",1
"77384","upgrade rang ","Neutral",1
"77385","self next ","Neutral",1
"77386","ringemail multiple ","Neutral",1
"77387","cut sales ","Negative",1
"77388","delivered know ","Neutral",1
"77389","credit unacceptable ","Negative",1
"77390","
""okay originally ","Neutral",1
"77391","check nothing ","Neutral",1
"77392","register web ","Neutral",1
"77393","data lucky ","Positive",1
"77394","asked problem ","Negative",1
"77395","public wifi ","Neutral",1
"77396","sort quick ","Neutral",1
"77397","aviod ref ","Neutral",1
"77398","contracts quickly ","Neutral",1
"77399","much calling ","Neutral",1
"77400","store receive ","Neutral",1
"77401","refuse replace ","Negative",1
"77402","useless pac ","Negative",1
"77403","working chap ","Positive",1
"77404","left spare ","Neutral",1
"77405","attachments please ","Positive",1
"77406","remained bill ","Neutral",1
"77407","accept back ","Positive",1
"77408","also charged ","Neutral",1
"77409","sim date ","Neutral",1
"77410","clue going ","Neutral",1
"77411","person simply ","Neutral",1
"77412","diabolical"", 
""recommend ","Neutral",1
"77413","line actually ","Neutral",1
"77414","billing discount ","Neutral",1
"77415","replied indicate ","Neutral",1
"77416","t really ","Neutral",1
"77417","confirmed fist ","Positive",1
"77418","sell broadband ","Neutral",1
"77419","port able ","Neutral",1
"77420","rip warned"", ","Negative",1
"77421","contacted half ","Neutral",1
"77422","send long ","Neutral",1
"77423","matters lifetalking ","Neutral",1
"77424","fair staff ","Positive",1
"77425","many millions ","Neutral",1
"77426","repeat"", 
""mislead ","Negative",1
"77427","staff awful ","Negative",1
"77428","log online ","Neutral",1
"77429","supposed included ","Positive",1
"77430","p talk ","Positive",1
"77431","deliver dont ","Neutral",1
"77432","phone polite ","Positive",1
"77433","network problems ","Negative",1
"77434","arrived decided ","Neutral",1
"77435","mile provider ","Neutral",1
"77436","caused barring ","Neutral",1
"77437","frankly went ","Neutral",1
"77438","waved x£££ ","Neutral",1
"77439","forth months ","Neutral",1
"77440","naturally recommend ","Positive",1
"77441","pounds nothing ","Neutral",1
"77442","told fixed ","Neutral",1
"77443","received worse ","Negative",1
"77444","call icing ","Neutral",1
"77445","old bosssigh"", ","Neutral",1
"77446","account order ","Neutral",1
"77447","shabby tactics ","Negative",1
"77448","new phone"", ","Positive",1
"77449","website downloadedapp ","Neutral",1
"77450","improve taking ","Positive",1
"77451","email situation ","Neutral",1
"77452","problem bill ","Negative",1
"77453","help greedy ","Negative",1
"77454","ace soon ","Positive",1
"77455","romarne call ","Neutral",1
"77456","repaired took ","Neutral",1
"77457","network"", ""far ","Neutral",1
"77458","goes bit ","Neutral",1
"77459","prices perhaps ","Neutral",1
"77460","problem house ","Negative",1
"77461","came broken ","Negative",1
"77462","constant phone ","Neutral",1
"77463","enough simply ","Negative",1
"77464","helping fact ","Positive",1
"77465","ceo massive ","Neutral",1
"77466","hanging mins ","Negative",1
"77467","fleeced"", ""today ","Neutral",1
"77468","eventually refunded ","Positive",1
"77469","best never ","Positive",1
"77470","g upgraded ","Positive",1
"77471","life threatening ","Negative",1
"77472","playing people ","Neutral",1
"77473","feel now ","Neutral",1
"77474","bloody sky ","Negative",1
"77475","charging pints ","Neutral",1
"77476","lovely chap ","Positive",1
"77477","thankfully keep ","Neutral",1
"77478","wont stay ","Neutral",1
"77479","pack offers ","Neutral",1
"77480","three fact ","Neutral",1
"77481","asking stayed ","Neutral",1
"77482","thirdly pay ","Negative",1
"77483","wait together ","Negative",1
"77484","mins literally ","Neutral",1
"77485","ended biggest ","Neutral",1
"77486","daily fee ","Negative",1
"77487","
""update submitted ","Neutral",1
"77488","standard level ","Positive",1
"77489","clarification need ","Neutral",1
"77490","ask one ","Neutral",1
"77491","followed query ","Neutral",1
"77492","continued charge ","Neutral",1
"77493","faults excuses ","Negative",1
"77494","period regarding ","Neutral",1
"77495","network operator ","Neutral",1
"77496","slowly pay ","Negative",1
"77497","needed information ","Positive",1
"77498","close disappointed ","Negative",1
"77499","couple pence ","Neutral",1
"77500","partner love ","Positive",1
"77501","vodafone dorset"", ","Neutral",1
"77502","apple told ","Neutral",1
"77503","calls package ","Neutral",1
"77504","easy task ","Positive",1
"77505","month overbill ","Neutral",1
"77506","old thing ","Neutral",1
"77507","free let ","Positive",1
"77508","look average ","Neutral",1
"77509","even last ","Neutral",1
"77510","operators spoke ","Neutral",1
"77511","stayed guys ","Neutral",1
"77512","""bloody awful ","Negative",1
"77513","talking weeks ","Neutral",1
"77514","national telecommunications ","Neutral",1
"77515","transferred level ","Positive",1
"77516","point prompted ","Neutral",1
"77517","advice incompetent ","Negative",1
"77518","review told ","Neutral",1
"77519","every location ","Neutral",1
"77520","online now ","Neutral",1
"77521","
""simple way ","Neutral",1
"77522","anyway spite ","Negative",1
"77523","company ve ","Neutral",1
"77524","address next ","Neutral",1
"77525","longer last ","Neutral",1
"77526","sent sim ","Neutral",1
"77527","happen enjour ","Neutral",1
"77528","id beg ","Negative",1
"77529","like punished ","Neutral",1
"77530","money terrible ","Negative",1
"77531","bought cheap ","Negative",1
"77532","false promised ","Negative",1
"77533","""moved reliable ","Positive",1
"77534","moment might ","Neutral",1
"77535","error willing ","Negative",1
"77536","rang query ","Neutral",1
"77537","year sold ","Neutral",1
"77538","put money ","Positive",1
"77539","helped queries ","Positive",1
"77540","janina executive ","Neutral",1
"77541","enjoys modern ","Positive",1
"77542","
""deal things ","Positive",1
"77543","finally cancelled ","Negative",1
"77544","area even ","Neutral",1
"77545","mins place ","Neutral",1
"77546","fixing problems ","Negative",1
"77547","seems organise ","Neutral",1
"77548","sims going ","Neutral",1
"77549","winner wne ","Positive",1
"77550","decent price ","Positive",1
"77551","fails insurance ","Negative",1
"77552","helpful understanding ","Positive",1
"77553","desperate need ","Negative",1
"77554","even various ","Neutral",1
"77555","etc somehow ","Neutral",1
"77556","give login ","Neutral",1
"77557","""visit shop ","Positive",1
"77558","move gigggaff ","Neutral",1
"77559","broadband go ","Neutral",1
"77560","company permission ","Positive",1
"77561","questionable staff ","Negative",1
"77562","know obliged ","Neutral",1
"77563","evening worst ","Negative",1
"77564","plan option ","Positive",1
"77565","include unlimited ","Positive",1
"77566","quite feeble ","Negative",1
"77567","also compensated ","Neutral",1
"77568","
""shop bromley ","Neutral",1
"77569","indeed mis ","Neutral",1
"77570","providers avoid ","Negative",1
"77571","lack ethics"", ","Negative",1
"77572","friday said ","Neutral",1
"77573","making receiving ","Positive",1
"77574","ck ers ","Neutral",1
"77575","weed tobacco ","Negative",1
"77576","infinite ever ","Positive",1
"77577","time small ","Neutral",1
"77578","service scam"", ","Negative",1
"77579","stock low ","Neutral",1
"77580","phone isnt ","Neutral",1
"77581","now nearing ","Neutral",1
"77582","never available ","Positive",1
"77583","constantly bombarded ","Neutral",1
"77584","calls hours ","Neutral",1
"77585","frustrating thing ","Negative",1
"77586","cards monthly ","Neutral",1
"77587","rang abroad ","Neutral",1
"77588","discussing wanted ","Neutral",1
"77589","wanted t ","Neutral",1
"77590","call know ","Neutral",1
"77591","absolute cretins ","Negative",1
"77592","quickly dismissed ","Neutral",1
"77593","loss coverage ","Negative",1
"77594","appalled even ","Negative",1
"77595","listen one ","Neutral",1
"77596","bad especially ","Negative",1
"77597","paid back ","Neutral",1
"77598","deteriorated enormously ","Negative",1
"77599","hyphen addition ","Neutral",1
"77600","minute however ","Neutral",1
"77601","although ve ","Neutral",1
"77602","got speak ","Neutral",1
"77603","renew plan ","Neutral",1
"77604","token like ","Positive",1
"77605","blah challenged ","Negative",1
"77606","thought enough ","Negative",1
"77607","affected customers ","Neutral",1
"77608","connection joke ","Positive",1
"77609","go pound ","Neutral",1
"77610","best although ","Positive",1
"77611","line gave ","Neutral",1
"77612","information companies ","Positive",1
"77613","recommendation well ","Positive",1
"77614","provide came ","Positive",1
"77615","kept loosing ","Neutral",1
"77616","using iphone ","Neutral",1
"77617","supplier everapart ","Neutral",1
"77618","handset unlock ","Neutral",1
"77619","funny service ","Positive",1
"77620","getting talk ","Positive",1
"77621","waterproof fixed ","Positive",1
"77622","handset oh ","Neutral",1
"77623","contract operator ","Neutral",1
"77624","wrong message ","Negative",1
"77625","message smiley ","Neutral",1
"77626","wished leave ","Negative",1
"77627","like second ","Positive",1
"77628","got months ","Neutral",1
"77629","accept charges ","Positive",1
"77630","half good ","Positive",1
"77631","pre ordered ","Neutral",1
"77632","empathy refunded ","Positive",1
"77633","piling useless ","Negative",1
"77634","reminded left ","Neutral",1
"77635","happen glass ","Neutral",1
"77636","take finally ","Positive",1
"77637","send money ","Positive",1
"77638","says goodbye ","Neutral",1
"77639","conversation bank ","Neutral",1
"77640","help ring ","Neutral",1
"77641","make laught"", ","Neutral",1
"77642","fantastic easy ","Positive",1
"77643","network claim ","Neutral",1
"77644","delivery companymy ","Positive",1
"77645","changes £ ","Neutral",1
"77646","greatful thank"", ","Positive",1
"77647","branches made ","Neutral",1
"77648","ie money ","Positive",1
"77649","support joke ","Positive",1
"77650","companies come ","Neutral",1
"77651","chose services ","Neutral",1
"77652","sorted issues ","Neutral",1
"77653","store enquire ","Neutral",1
"77654","later evening ","Neutral",1
"77655","raising monthly ","Neutral",1
"77656","attention needs ","Positive",1
"77657","bills suddenly ","Neutral",1
"77658","supposedly topped ","Neutral",1
"77659","paid till ","Neutral",1
"77660","speaking human ","Neutral",1
"77661","top paid ","Neutral",1
"77662","give explanations ","Neutral",1
"77663","given wide ","Neutral",1
"77664","whistle monies ","Neutral",1
"77665","costs"", ""mobile ","Neutral",1
"77666","dial website ","Neutral",1
"77667","coverage know ","Neutral",1
"77668","super rich ","Positive",1
"77669","i like ","Positive",1
"77670","tried move ","Neutral",1
"77671","samsung products ","Neutral",1
"77672","charge details ","Neutral",1
"77673","friendly small ","Positive",1
"77674","truth like ","Positive",1
"77675","watch video ","Neutral",1
"77676","want talk ","Positive",1
"77677","getting name ","Neutral",1
"77678","work hey ","Positive",1
"77679","calli ve ","Neutral",1
"77680","bill"", ""cancel ","Negative",1
"77681","home believe ","Neutral",1
"77682","forcing pay ","Negative",1
"77683","whithin days ","Neutral",1
"77684","time surely ","Neutral",1
"77685","payg option ","Positive",1
"77686","plague"", ""think ","Negative",1
"77687","phone cheap ","Negative",1
"77688","broke crap ","Negative",1
"77689","speaking men ","Neutral",1
"77690","deal matched ","Positive",1
"77691","find dont ","Neutral",1
"77692","wrong guy ","Negative",1
"77693","second option ","Positive",1
"77694","meanwhile charging ","Neutral",1
"77695","depot tried ","Neutral",1
"77696","serious fault ","Negative",1
"77697","""closure orange ","Neutral",1
"77698","crossed thankyou"", ","Neutral",1
"77699","card good ","Positive",1
"77700","witch said ","Negative",1
"77701","
""bloody useless ","Negative",1
"77702","resolve understand ","Positive",1
"77703","already £ ","Neutral",1
"77704","queried price ","Neutral",1
"77705","granted remain ","Positive",1
"77706","bills coming ","Neutral",1
"77707","literally damage ","Negative",1
"77708","place call ","Neutral",1
"77709","way sorry ","Negative",1
"77710","buying experience ","Neutral",1
"77711","complaining issues ","Negative",1
"77712","help best ","Positive",1
"77713","help essentially ","Neutral",1
"77714","nameunless phone ","Neutral",1
