Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
55, unhelpful uninformed adviser telephone usual longstanding customer means nothing company call back regarding complaint hours stated customer service rated minus possible ,1,0,0,0,0,0,0,2,2,3,-1,Negative,21-Oct-18,Sunday,Oct-18,0.2,-0.5,2.4,6.5,-0.35,0.95,-0.3,-3.35,1.75,4.65,1.35,1.15,2.45,-3.65,-2.85,1,4.05,-0.95,
56, absolutely horrible company recommended people careful kissing go middle contract going rip  ve got bad experience rubbish company also poor customer service monthly payment supposed pound per monthnow startit rip paid pounds unbelievable going cancel contract soon ,3,0,3,2,0,2,0,0,7,2,-3.85,Negative,20-Oct-18,Saturday,Oct-18,1.15,-2.75,1.3,1.1,0.8,1.1,4.55,1.25,5.2,0.8,3.05,1.75,0.5,1.65,-0.2,1.1,-1.15,1.15,
57, horrible rude service recommend services support team expensive horrible quality ,1,0,1,1,0,0,0,2,1,1,-0.5,Negative,19-Oct-18,Friday,Oct-18,0.8,-0.5,3.05,-2.75,1.9,0.75,2.35,8.8,4.3,-0.7,0.35,-0.3,2.8,-1,-0.5,-2.7,2,-0.25,
58, service poor cheap fair customer service rude arrogant left nearly years loyal customer longer recommend anyone ,1,0,1,1,1,0,1,2,2,4,0,Neutral,19-Oct-18,Friday,Oct-18,-1.05,2.9,1.1,0.5,1.65,-3.2,1.3,-1.7,-2.35,1.45,-2.78E-17,-0.5,-1.95,2.65,2,0.55,3.15,0.4,
59, give please contract network agree contract insurance nobody let know still pay damage phone hidden note forget point till phone problem guess £ excess fee force pay never waiting contact end ,3,2,1,2,1,2,1,1,7,3,-1.9,Negative,19-Oct-18,Friday,Oct-18,2.35,0.9,-1.9,3.2,5.55,-1.25,2.75,,4.15,3,-0.05,1.5,-1.2,-0.5,2.2,-0.65,-0.25,0,
60, called customer support change direct debit date end calender month informed problem taken care sent message day thought changed say owed money make payment action taken also charged additional fee cancelling direct debit never long story short incurred costs due fault now cancelled contract return ,2,3,0,2,1,2,1,1,4,3,-0.95,Negative,19-Oct-18,Friday,Oct-18,-0.35,0.25,-0.65,0.5,0.25,-3.2,6.35,,0.75,-0.25,1.05,-2.3,1.2,-1.75,1.5,0.3,0.25,0.3,
61, years network works well customer service via phone worst ever experienced company ,0,1,0,0,0,0,0,1,0,2,1.15,Positive,19-Oct-18,Friday,Oct-18,1.6,0.5,2.15,0.75,1.3,-0.9,1.8,,1.8,1.35,1.05,4.25,-0.85,0.4,0.4,-1.55,0.95,1.5,
62, join make difficult pac number leaving ,0,0,0,1,0,0,0,0,0,1,-0.25,Negative,18-Oct-18,Thursday,Oct-18,0.3,0.95,3.25,-0.55,-0.25,-0.1,-1.75,,-0.65,-1.6,-0.9,7.4,1.6,-1.05,1.3,-1.8,2.25,-2.3,
63, disapointed rubbish service customer many years put service everytime due many reasons even make sure pay bill tome time upgraded iphone xs max mistake switched another service provider made wait days orderd sent message delivery changed still waiting complete joke delivery next working day think twice joing service recommrnd appauling ,0,4,1,0,1,1,0,1,4,4,0.4,Positive,18-Oct-18,Thursday,Oct-18,1.5,4.25,2.2,0.5,0.6,-0.7,0.05,,2.05,,0.1,-0.85,1.05,-1.25,-0.5,-0.5,6.5,1.35,
64, recommend know service works local area often network faults area made service poor years years left customer service always quite good prices cheap really help use network half time ,0,3,0,0,1,0,1,2,1,3,0,Neutral,17-Oct-18,Wednesday,Oct-18,0.8,2.65,8.6,-1.75,1.05,0.65,1.75,,-0.2,,-1.25,-0.85,-0.1,1.35,0.6,-1.25,-2.3,-0.7,
65, o ten years switched joke mobile mobile probably worst decision  ve ever made£ taken bank phone del day supposed despite taking day work  s gets better week order haven t even corospondense e contract email confirming dealcontract wonder cheaper everyone else  s shocking avoid like plague run mile ,0,1,1,2,0,1,0,2,3,1,0.3,Positive,17-Oct-18,Wednesday,Oct-18,2.8,0.5,2.15,-0.9,-1.7,1.1,0.55,,-0.75,,-1.8,4.75,1.2,0.5,-1.15,-0.9,3.75,4.95,
66, ian read reviews might help good luck know going ,0,2,0,0,2,0,2,1,0,2,1.5,Positive,17-Oct-18,Wednesday,Oct-18,1.2,2.2,-0.25,3.15,-1,0,2.4,,0.9,,-1.7,-0.1,0.9,0.15,1.5,0.1,0.15,-1.1,
67, look reviews dreadful excuse business ashamed poor service waited weeks refund contacted blatantly lie phone never left bad review business life however bad extreme spend extra £ use trusted provider best £ ever spend ,3,1,4,2,0,4,0,0,5,1,-2.3,Negative,17-Oct-18,Wednesday,Oct-18,-1.2,2.05,-5.75,1.5,0.8,-0.6,-1.75,,4.55,,3.05,3.65,4.4,0.25,-2.35,0.05,-1.75,2.1,
68, received assumed final bill double usual amount tried repeatedly log my webchat adviser friendlyappeared helpful despite promising email bill within mins never received phoned week later adviser helpful came across quite confrontational one point advised generate another request email take couple days sure automatic asked posting advised charge £ despite emailing first place access my totally unacceptable got answer phone event queried final bill received explained charges leaving contract early originally advised transferred number certain date incur charges turns actual deadline asked make payment final bill passed automated system got cut phoned back next night try pay got cut impossible ,0,1,0,0,2,2,0,7,4,7,1.35,Positive,17-Oct-18,Wednesday,Oct-18,1.2,1.15,2.65,3.35,-0.75,2.3,1.9,,-4.65,,9.2,-0.8,-2.7,-1.7,5.95,2.05,4.15,0.4,
69,  s customer service absolutely deplorable matter go round circles customer assistants lose mind someone barely understand also charge unexpectedly unexplained reasons asked assure informed beforehand ,2,1,2,2,0,3,2,1,3,1,-0.7,Negative,17-Oct-18,Wednesday,Oct-18,0.5,-0.8,2.65,1.3,12.6,3,1.5,,1.25,,0.75,1.5,0.3,0.4,0.75,1.65,-0.75,3,
70, upgraded contact last week told receive new phone next working day now week later still received new phone interested dpd saying case investigation take working days resolve worst courier service ever received know phone eventually arrive nobody seems interested helping solve issue ,0,2,1,1,0,2,0,1,1,4,4.95,Positive,17-Oct-18,Wednesday,Oct-18,2.1,0.75,-0.9,4.8,1.4,8.25,-1.15,,-1.1,,-6.5,-2.2,1.8,2.05,5.75,1.6,-1.05,0.6,
71, used past years today cancelled contract paid £ per month contract third party subscription adding money onto bill knowledge bell end coming £ unhappy told rectify take hours case ends taking four days said knock money rang pay bill money still £ paid £ cancel contract never ever use reason many reasons also refused phone upgrade never given phone never missed payments final decision reasons please use services final thoughts company horrendous ,2,3,1,1,2,4,1,2,4,5,-1.1,Negative,17-Oct-18,Wednesday,Oct-18,1.5,1.1,5.25,0.8,1.5,-2,2.2,,-0.35,,4.8,-1.25,-2.15,1.35,-1.2,-0.5,-0.25,-1.15,
72, past months received terrible customer service accidentally charging £ something spoke online chat someone assured credited onto next bill instead happening charged additional £ meaning owed £ countless conversations via online chat still resolved issue refund know definitely going look moving networks now contract ,1,0,1,1,0,1,1,1,2,4,2.1,Positive,17-Oct-18,Wednesday,Oct-18,1.55,1.9,0.95,7.9,0.15,1.1,0.25,,1.4,,0.35,-1.2,-2.05,1.25,1.75,-2.9,0.3,1.6,
73, worst phone network ever please whatever buy even give free lie give good deal nothing scam scam company pay services work nightmare ,1,4,1,1,3,1,2,3,2,3,0.4,Positive,16-Oct-18,Tuesday,Oct-18,0,1,1.5,0.1,-1.45,2.05,0.65,,-2.25,,-2.75,0.7,-2.25,4.95,-1.65,-1.75,0.65,-3.35,
74, experience customer services always good polite understanding quick handle issue glad customer values customer service ,0,2,0,0,2,0,1,2,0,5,3,Positive,16-Oct-18,Tuesday,Oct-18,1.75,-0.75,3.8,2.05,1.25,1.75,3.3,,1.75,,-0.1,1.4,-0.5,-1.95,2,1.75,2.6,-1.25,
75, pay roaming charges saywent spainfuerteventure fifth day holidays cut service calls texts internet manage make call customers service got answer got right switch service using phone sat naw purpose luckily hotel happened emergency giffgaff simmake sure back spare sim traveling abroad ,0,2,0,1,1,1,1,3,2,3,0.6,Positive,16-Oct-18,Tuesday,Oct-18,0.55,0.7,-0.55,0.35,0.25,1.5,-0.65,,-3.45,,3.05,0.15,1.8,0.55,2.4,-0.2,-2.9,2.9,
76, ordered upgrade friday guy phone sent wrong address cancel call back saturday changed address reorderd thought said tuesday e today comfirmation email waiting decieded call im waiting phone said ordered now today tomorrow absolute joke company ive got year contract soon using ,0,2,0,0,0,1,0,0,3,1,-1.15,Negative,16-Oct-18,Tuesday,Oct-18,2.25,0.75,2,12.5,-2.75,2.15,3.6,,-0.25,,1.75,-1.4,-2,1.15,-2.25,0.95,-2.6,0.65,
77, ordered samsung note sunday said receive monday next day delivery website telephone arrived phone monday evening said account created phone dispatched transferred one advisor another like passing parcel around around frustrated said receive phone wednesday latest took £ upfront cost account phone arrived called customer service said find details account told created therefore phone dispatched created joined sunday useless sign even deal good record phoning emailing watchdog put shamealso getting hold martin lewis called thousands times chatted know anything barely speak english given security details understand simple english seem care whether new customer seem care whether either want take money stranded enough fraud join go else ,3,4,0,0,3,0,3,5,4,8,1.6,Positive,16-Oct-18,Tuesday,Oct-18,-0.05,3.05,2.3,0.35,1.55,-1,3.8,,1.6,,2.25,-1.25,1.5,-0.25,-4.6,3.1,0.5,0.9,
78, horrendous speeds customers service woefully poortechnical support clueless mean clueless anyone sit front screen read scripted answers want listen facts reasonable thoughts problem dismiss nothing wrong service mast system says running means diddely sqaut read angry customers trustpilot oh look downdetectorcom truth cells independent tool show go bad service failed badly ,2,0,3,2,0,4,0,4,6,2,-3.35,Negative,16-Oct-18,Tuesday,Oct-18,0.7,0.75,1,2.65,1.95,0.1,1.5,,0.15,,-1.6,3.45,0,1.05,-1.85,-2.15,-1.2,0.9,
79, worst network uk customer service waste time made stay call minutes transfered one department another trying pac code transfer number another network told call back tomorrow give pac code apparently generating code rocket science according ,1,3,1,0,0,0,0,0,1,1,-1.25,Negative,15-Oct-18,Monday,Oct-18,1.4,1.05,0.25,1.35,1.75,2.15,3,,1.2,,0.55,-4.5,-0.35,-1,0.05,1.25,2.65,-0.2,
80, take nearly £ money account shouldn t spend hour phone try money back end jumped know putting phone good business considering loyal customer years accounts clearly know nothing customer service happy take money shouldn t nothing rectify appalling servicei tried several times connect webchat unfortunately seems never anyone available note advising try later am still nobody available stating try later ,1,3,1,2,4,0,3,6,1,6,2.9,Positive,15-Oct-18,Monday,Oct-18,1.3,1.15,1.55,2.5,1.6,0,1.4,,0,,6.8,1.15,7.8,1.5,-0.25,-0.85,-0.8,-0.5,
81, got contracts mobile parents problems ever always give good deals upgrading phones good phone coverage fast download speeds good prices long may continue ,0,4,0,0,1,0,1,2,0,2,0.65,Positive,15-Oct-18,Monday,Oct-18,1.3,3.15,1.95,-0.65,1.05,2.4,4.35,,2,,-0.2,-1.35,-0.2,-0.45,-0.5,1.9,-0.4,-5.9,
82, scam money refund ,1,1,0,0,1,0,1,1,0,1,0.9,Positive,15-Oct-18,Monday,Oct-18,0.5,-0.5,1.05,-0.6,1.75,1.2,-1.75,,-0.45,,-0.8,1.4,3.2,-2.35,-5,0.55,6.25,-2,
83, network many many years found good value fist moan downloaded new app information etc good ended alarm clock symbol tip first page rid phone samsung galaxy s must fault software like read anyone else problemthank henry stephenson ps problem alarm clock symbol sorted network gone good signal great thank technical team great job ,0,3,0,3,2,3,2,3,3,4,0.9,Positive,14-Oct-18,Sunday,Oct-18,-0.5,-0.1,0.55,5.55,0.7,2.4,-3.2,,-0.25,,-1.95,1.8,-2.35,0.95,-0.95,-0.4,0.55,3.1,
84, coverage certain areas two phone contracts colleagues work reported got credit one contracts told contract expensive contract hours hours many days trying speak someone decide call centre india staff difficult understand often never call back agreed times finally spoke glasgow office said leave pac codes company bad advert customer service pray people busy working elderly able cancel finally leave take money refuse refund severe problems arise coverage one manager told engineers said maintenance sure finish text customers courtesy let know avoid see direct debit keep coming little coming back way refund regulator nothing encourages companies behave outside service contract many people time go solicitor send letters regulator know complaints happen go straight shredder ofcom ,2,6,2,4,3,3,4,6,6,8,-0.2,Negative,13-Oct-18,Saturday,Oct-18,-1.3,0.4,0.8,4.4,2.7,3.75,-1.1,,4.4,,,3.25,1.1,-0.95,0.5,3.1,4.1,-8.55,
85, worst connection ever area wherever go g speeds  ve tested several locations got mbps max g speeds ,0,0,0,0,0,0,0,0,0,0,-0.5,Negative,13-Oct-18,Saturday,Oct-18,2.55,3.65,1.85,-0.5,-0.75,0,-2.65,,0.6,,,4.05,2.25,-2,2.3,-2.4,-1.4,-1.5,
86, problems nearly months mobile broadband accountsan absolute shambles disgrace customer service carelessdaily chatline communication problems still ongoinghad enough lies failure call back blaming phone use network eventually closed broadband accountif one thing say isavoid like plagueif read response pride customer relations yet help onths accounts derisory comment wishing well left frustrated angry confused shows quick wash hands problemread comments hereso many wrong ,3,2,3,1,1,2,0,2,6,3,-5.9,Negative,13-Oct-18,Saturday,Oct-18,0.1,0.65,5.75,0.9,1.6,1.65,-1.7,,-0.4,,,-0.75,-1.85,-0.15,-2.78E-17,1.6,-0.85,-3.6,
87, option stars data protection isn t something believe customer years  s great  s great nothing gone wrong  ve needed call customer services customer services worst lie never call backbeginning september husbands phone stop taking able make calls still full signal online chat resolve issue told requested ported number another network text email sent us panic sets tell didn t stop also  d like service back phone  m waiting call backs job applications indian call centre faithfully promises service reinstated hrs issue raised port stop husbands number leave next day service reinstated phone two days later service bars disappear phone try calling number ee answerphone call car  re taking kids trampolining last day summer holidays india guy phone grasp  re angry phone number used authentication bank accounts email paypal many things keeps repeating account safe extra charges want cancel direct debit make feel safe don t care extra charges gave phone number away random person called scantist detail  d libel person now number ask password bank accounts email paypal etc husband spend hrs trampoline park laptop securing accounts missed watching kids last day holiday finally speak someone glasgow explained raise investigation time  d contact ee register fraudulent port ee account frozen take days number back  s hands take time rebuild account meantime furnished payg sim data minutes month contacting never call even though  d subject fraud still didn t ask security questions new sim arrive post nothing tell us calls one month got number back took days give away one month back never formally apologised admitted responsibility give husband £ goodwill gesture never received hiked bill £ month husband potentially lost job offers interviews threes incompetency number back  re interested anymore want compensation stress  ve put us time taken calling wait respond  s investigated won t know outcome reporting breach data protection laws ofcom anybody else take action threereply threethree s reply defend morally reprehensible actions make sound caring put us hell giving number man didn t answer security question got angry gave number didn t inform us anyway port request promised resolved hrs obviously lies protecting customer fraud big company bully customer goodwill pay £ appear bill increased £ month since fraud took place angry  ve dealt never point admitted wrong apologised number taken feels like life violated stranger getting text messages meant  re getting phone calls listen voicemails friends family doesn t even begin cover feel bank accounts open take money read emails phone number used security one texted forgotten password strange angry ,8,10,6,8,5,7,3,14,19,21,-2,Negative,12-Oct-18,Friday,Oct-18,2.6,1.05,1,0.05,-2.6,3.35,-0.35,,2.5,,,,2.55,3.4,-0.75,-4.05,3.1,1.25,
88, stay away company managed take £ account hoursweeks trying solve issue admitted fault agreed pay money back immediately asked account details etc said done whilst actually conversation week later yes guessed money phonecalls never anyone passed higher level told made deposit account going every member staff ihave spoke dishonest lying saying resolved things surprise company fined thousands upon thousands courts years back insufficient complaints department obviously corrected apalling way conduct treat public now begin traumatic journey legal case truly horrific given minus stars option learning people experiencing problems falling victims lies many people saying gives general idea conduct complaints departmentsave aggravation go professional company sake others share informationnext stop radio complaints hopefully people learn go reputable company treat people respect deserve even sent message said paid asking happy smiling now resumed problemhysterical ,8,10,5,6,9,7,3,14,12,22,3.1,Positive,12-Oct-18,Friday,Oct-18,-2.7,1.15,0.9,2.05,1.5,-1.4,-3.1,,-1.25,,,,-3.7,-1.55,4.85,-0.55,0.25,1.1,
89, shockingly poor customer service staff lie refuse fix problems caused complained ignored complaint value customers want lengthy tale woe keep reading contracts tried upgrade one online everything went fine got email confirmation phone supposed delivered next day day chased told ordered come weeks despite email confirmation phone showing stock site every person spoke told slightly different story told go store phone tried told cancel go back days later decided wait delviery even though another weeks delivery never came cancelled upgrade told cancelled wrote complain ignored tried leave threatened early termination charge taken new year contract upgrade contract cancelled every adviser spoken unable help refuses pass call someone staff repeatedly lie long time arguing got pac left ,3,5,2,1,0,7,2,2,11,6,-8.55,Negative,11-Oct-18,Thursday,Oct-18,0.5,4.65,-0.65,-1.45,-2.9,0,-3.7,,-0.8,,,,0.15,,-1.5,3.55,0.35,-0.85,
90, multiple phone calls following fraudulent action phoneaccount updates keep chasing acceptable outcome agreed using fourteen years furious resolution suggested really unreasonable company totally inflexible allow household contracts expire move another network ,2,2,2,0,0,1,0,2,4,5,-1.5,Negative,11-Oct-18,Thursday,Oct-18,1,0,1.3,3.1,1.4,1.35,-4,,3.25,,,,-5.95,,-2.3,0.55,1.4,-1,
91, contracts cowboys last supposed £ month gb service dial speed staff rude terrible command english language constantly try tell white black vice versa dishonest fault worst telecom company ever used never use ,2,1,2,1,1,4,0,2,5,1,-3.6,Negative,11-Oct-18,Thursday,Oct-18,1.15,1.6,-1.1,-0.5,3.9,-1.65,6.25,,,,,,-4.25,,-0.6,16.3,-0.5,-1.75,
92, excellent service excellent deal use phone anywhere world ,0,1,0,0,2,0,1,2,0,2,1.25,Positive,11-Oct-18,Thursday,Oct-18,5.6,2.15,2.5,3.95,1.5,1,-1,,,,,,-0.75,,2.6,0.1,1.45,3.1,
93, good signal love fact use phone abroad one worst customer service departments ever dealt help develop problems device operators rude hardly speak english generally care customers reason alone recommending friends family ,0,2,0,0,2,0,1,2,0,5,1.1,Positive,10-Oct-18,Wednesday,Oct-18,1.35,1,0.75,1.15,4.95,-0.25,-1.1,,,,,,,,1.4,2.5,,-0.15,
94, use feature called payforit allowing companies charge services phone number company started charging services called asked stop refund said sorted bigger charges company following monthunlike mobile providers refuse disable payforit feature ,0,1,0,1,0,1,0,0,2,1,-0.85,Negative,10-Oct-18,Wednesday,Oct-18,0,3.45,2.5,2.55,2.05,0.05,3.9,,,,,,,,,0.75,,2.4,
